"FRST_LETTER"	"vulcan"	"pronunciation"	"fse"
"1413"	"k"	"Kaunshal-, Kaunshalik"	""	"united<ca>(adj.)"
"1414"	"k"	"Kaunshal-Teraya t'Ek'tralar--(TGV"	"MGV)ï¿½"	"United Federation of Planets"
"1415"	"k"	"Kaunshau"	""	"to unite"
"1416"	"k"	"Kaunshaya"	""	"unity"
"1417"	"k"	"Ke--(TGV)ï¿½"	""	"that, which, who<ca>(not a question word)"
"1418"	"k"	"Ke-ta-yatar--(anc.)ï¿½"	""	"ancient fighting style designed to kill"
"1419"	"k"	"Ke-tarya--(anc.)ï¿½"	""	"an ancient fighting style"
"1420"	"k"	"Kebi "	"- '/"	"unit"
"1421"	"k"	"Kebitra"	""	"facility"
"1422"	"k"	"Kef-, Kefik"	""	"emergency<ca>(adj.)"
"1423"	"k"	"Kef-dvelek"	""	"emergency switch"
"1424"	"k"	"Kef-ferek"	""	"emergency generator"
"1425"	"k"	"Kef-fisolekau-mal"	""	"emergency landing leg"
"1426"	"k"	"Kef-ha'kiv-nenikaya"	""	"emergency life support"
"1427"	"k"	"Kef-ifisek"	""	"emergency transporter"
"1428"	"k"	"Kef-kipok"	""	"emergency battery"
"1429"	"k"	"Kef-kluhvau-krau"	""	"emergency flush vent"
"1430"	"k"	"Kef-rishan-tsorayek"	""	"emergency survival compartment"
"1431"	"k"	"Kef-thro-svep"	""	"emergency hatch"
"1432"	"k"	"Kef-tuhlau-vis"	""	"emergency containment grid"
"1433"	"k"	"Kefik has-reh-bikuvsu"	""	"emergency medical hologram (EMH)"
"1434"	"k"	"Kefik tehn-sesh-kwitek"	""	"emergency anti-grav thruster"
"1435"	"k"	"Keh-leh"	""	"forty"
"1436"	"k"	"Keh-leh'rak, keh-lehr-"	""	"fortieth<ca>(adj.)"
"1437"	"k"	"Keh-leh'veh"	""	"fortieth<ca>(n.)"
"1438"	"k"	"Keh|kuh|"	""	"four"
"1439"	"k"	"Kehr-, Keh'rak"	""	"fourth<ca>(adj.)"
"1440"	"k"	"Kei|-|"	""	"fierce"
"1441"	"k"	"Keimen|-| "	" '--ï¿½-ï¿½ï¿½/ï¿½(anc.)ï¿½"	"ferocious"
"1442"	"k"	"Kel"	""	"building, structure"
"1443"	"k"	"Kelek "	" '-/"	"house, dwelling"
"1444"	"k"	"Ken-tor"	""	"understand"
"1445"	"k"	"Kenel "	"- ', '-/"	"extinct horse-like Vulcan animal"
"1446"	"k"	"Kenelsu"	""	"kenel-rider"
"1447"	"k"	"Kep"	""	"gong<ca>(n.)"
"1448"	"k"	"Kerik "	" '-/"	"worthy"
"1449"	"k"	"Kes"	""	"arc"
"1450"	"k"	"Kesek "	" '-/"	"arch"
"1451"	"k"	"Kesazh "	"- '/"	"navel, umbilicus, belly button"
"1452"	"k"	"Keshtan "	"- '/"	"birth"
"1453"	"k"	"Kesik "	" '-/"	"likely"
"1454"	"k"	"Ket'es"	""	"integrity"
"1455"	"k"	"Kethelvau "	"-- '/"	"describe"
"1456"	"k"	"Kethtra "	" '-/"	"lore<ca>(n.)"
"1457"	"k"	"Ketilau "	"-- '/"	"integrate"
"1458"	"k"	"Kevas"	""	"medicinal Vulcan herb"
"1459"	"k"	"Kevetsu "	"- '-/"	"ambassador"
"1460"	"k"	"Kh'reitekh--(NGS)ï¿½"	""	"region in the northern hemisphere of Vulcan"
"1461"	"k"	"Kha'wal "	" '-/"	"joke<ca>(n.)"
"1462"	"k"	"Khaf"	""	"blood"
"1463"	"k"	"Khaf-kur"	""	"a green color<ca>(lit. \"blood green\")"
"1464"	"k"	"Khaf-spol"	""	"heart"
"1465"	"k"	"Khaf-tukh"	""	"copper"
"1466"	"k"	"Khar-, Kharik"	""	"direct<ca>(adj.)"
"1467"	"k"	"Khara--(NGS)ï¿½"	""	"Vulcan desert bush with edible pulp"
"1468"	"k"	"Kharat "	"- '/"	"direction"
"1469"	"k"	"Kharlah"	""	"route<ca>(v.)"
"1470"	"k"	"Kharlahek"	""	"router<ca>(electr.)"
"1471"	"k"	"Khart-lan "	" '-/"	"captain<ca>(navy/Starfleet)"
"1472"	"k"	"Khartau "	"- '/"	"command, direct, manage"
"1473"	"k"	"Khat-, Khatik"	""	"grave, serious"
"1474"	"k"	"Khau"	""	"rule<ca>(v.)"
"1475"	"k"	"Khav-kur "	" '-/"	"brown<ca>(color)"
"1476"	"k"	"Kheh "	"_/"	"a type of grain"
"1477"	"k"	"Khin"	""	"fame"
"1478"	"k"	"Khinik "	" '-/"	"famous"
"1479"	"k"	"Khlapau "	"- '/"	"knock<ca>(v.)"
"1480"	"k"	"Khlop-thon-, Khlop-thonik"	""	"geometric"
"1481"	"k"	"Khlop-thon-sagan"	""	"geometric distribution"
"1482"	"k"	"Khlop-thon-weizehl"	""	"geometric series"
"1483"	"k"	"Khlop-thon-zehlanaya"	""	"geometric sequence"
"1484"	"k"	"Khlop-thonik su'us-ek'tal"	""	"geometry<ca>(study)"
"1485"	"k"	"Khluhkau "	"- ',- /"	"choke<ca>(v.)"
"1486"	"k"	"Khlup"	""	"gel, jelly"
"1487"	"k"	"Khoken "	" '-/"	"entrance"
"1488"	"k"	"Khom"	""	"front"
"1489"	"k"	"Khrasau "	"- '/"	"discharge<ca>(v.)"
"1490"	"k"	"Khrash"	""	"violence"
"1491"	"k"	"Khrashik "	" '-/"	"violent"
"1492"	"k"	"Khru"	""	"evening"
"1493"	"k"	"Khru-yem"	""	"supper"
"1494"	"k"	"Khu'rak "	" '-/"	"south"
"1495"	"k"	"Khu'rak-, Khu'rakik"	""	"southern"
"1496"	"k"	"Khu'raksu"	""	"southerner"
"1497"	"k"	"Khu-she'rak"	""	"southeast"
"1498"	"k"	"Khu-tev'rak"	""	"southwest"
"1499"	"k"	"Khush"	""	"crystal"
"1500"	"k"	"Ki'"	""	"have, has<ca>(participial)"
"1501"	"k"	"Ki'an "	"- '/"	"nest<ca>(n.)"
"1502"	"k"	"Ki'haf "	"--ï¿½- 'ï¿½ï¿½/ï¿½(anc.)ï¿½"	"basket"
"1503"	"k"	"Ki-fah--(anc.)ï¿½"	""	"lethal self-defense"
"1504"	"k"	"Kid"	""	"feather, plume"
"1505"	"k"	"Kidtra "	" '-/"	"plumage"
"1506"	"k"	"Kihsev"	""	"pendant"
"1507"	"k"	"Kihsh-kur"	""	"lilac, mauve"
"1508"	"k"	"Kiht"	""	"code<ca>(n.)"
"1509"	"k"	"Kiit "	"/"	"fury"
"1510"	"k"	"Kik"	""	"hook"
"1511"	"k"	"Kil"	""	"spark<ca>(n.)"
"1512"	"k"	"Kil-tor "	"- '/"	"spark<ca>(v.)"
"1513"	"k"	"Kil-tukh "	" '-/"	"flint"
"1514"	"k"	"Kilko|-srashiv|"	""	"answer<ca>(n.)"
"1515"	"k"	"Kilko-tor"	""	"answer<ca>(v.)"
"1516"	"k"	"Kim-, Kim-shah"	""	"final, last<ca>(adj.)"
"1517"	"k"	"Kim-tor"	""	"finalize"
"1518"	"k"	"Kimsu"	""	"finalist"
"1519"	"k"	"Kin-kur"	""	"yellow, golden"
"1520"	"k"	"Kin-tukh "	" '-/"	"gold<ca>(n.)"
"1521"	"k"	"Kinuf "	"- '/"	"date"
"1522"	"k"	"Kipof "	"- '/"	"battery, accumulator"
"1523"	"k"	"Kir'Shara--(anc.)ï¿½"	""	"the ancient repository of Surak's writings"
"1524"	"k"	"Kis-ka"	""	"jealous"
"1525"	"k"	"Kisev"	""	"document"
"1526"	"k"	"Kisheya "	"- '-/"	"accident"
"1527"	"k"	"Kisu"	""	"member"
"1528"	"k"	"Kitak"	""	"pen<ca>(writing)"
"1529"	"k"	"Kitau "	"- '/"	"write"
"1530"	"k"	"Kitausu"	""	"author, scribe, writer"
"1531"	"k"	"Kitek "	" '-/"	"dirt, silt"
"1532"	"k"	"Kithara--(NGS)ï¿½"	""	"\"keethara\", a type of block art"
"1533"	"k"	"Kitok-wilat "	"- ' - '/"	"elsewhere"
"1534"	"k"	"Kitork|-| "	" '-/"	"dirty"
"1535"	"k"	"Kla-hil-tor"	""	"research<ca>(v.)"
"1536"	"k"	"Kla-hilsu"	""	"researcher"
"1537"	"k"	"Kla-min"	""	"fact"
"1538"	"k"	"Klai"	""	"factor"
"1539"	"k"	"Klash"	""	"guard<ca>(n., protective item)"
"1540"	"k"	"Klashau"	""	"guard<ca>(v.)"
"1541"	"k"	"Klashausu"	""	"guard<ca>(n., person)"
"1542"	"k"	"Klau"	""	"harm<ca>(v.)"
"1543"	"k"	"Klaya "	" '-/"	"harm<ca>(n.)"
"1544"	"k"	"Klehp"	""	"fjord"
"1545"	"k"	"Klem"	""	"gratitude, thankfulness"
"1546"	"k"	"Klem-bosh"	""	"grateful"
"1547"	"k"	"Klepovau"	""	"shop<ca>(v.)"
"1548"	"k"	"Kli"	""	"dart<ca>(n.)"
"1549"	"k"	"Klimtau "	"- '/"	"melt<ca>(v.)"
"1550"	"k"	"Kling"	""	"no-one, nobody, not one person"
"1551"	"k"	"Kliton "	"- '/"	"arrow"
"1552"	"k"	"Klomak "	" '--ï¿½-ï¿½ï¿½/ï¿½(anc.)ï¿½"	"fortress"
"1553"	"k"	"Klon|-|"	""	"smart"
"1554"	"k"	"Klopau"	""	"describe"
"1555"	"k"	"Klosha "	"- '/"	"behave"
"1556"	"k"	"Kloshai "	"- '/"	"behavior"
"1557"	"k"	"Klotau "	"- '/"	"block<ca>(v.)"
"1558"	"k"	"Klotaya"	""	"blockage"
"1559"	"k"	"Kluchi "	"- '/"	"object<ca>(v.)"
"1560"	"k"	"Kluf"	""	"boot<ca>(n.)"
"1561"	"k"	"Klunyau"	""	"ram<ca>(v.)"
"1562"	"k"	"Knuk|-|"	""	"lousy"
"1563"	"k"	"Ko-, Koyik"	""	"female<ca>(adj.)"
"1564"	"k"	"Ko-eik-te'krusu"	""	"empress"
"1565"	"k"	"Ko-fu "	" '-/"	"daughter"
"1566"	"k"	"Ko-ka-ashausu"	""	"lesbian<ca>(n.)"
"1567"	"k"	"Ko-kai "	" '-/"	"sister"
"1568"	"k"	"Ko-kan "	" '-/"	"girl"
"1569"	"k"	"Ko-kelek-han"	""	"prioress"
"1570"	"k"	"Ko-kuk "	" '-/"	"aunt"
"1571"	"k"	"Ko-mekh "	" '-/"	"mother"
"1572"	"k"	"Ko-niht "	" '-/"	"female cousin"
"1573"	"k"	"Ko-Te'kor"	""	"Queen<ca>(only in a title or with a proper name)"
"1574"	"k"	"Ko-te'krusu"	""	"queen<ca>(general term)"
"1575"	"k"	"Ko-telsu"	""	"wife"
"1576"	"k"	"Kobat|-| "	"- '/"	"weak"
"1577"	"k"	"Kobsu "	" '-/"	"dwarf<ca>(n.)"
"1578"	"k"	"Kodonuhk"	""	"expensive"
"1579"	"k"	"Kogav'es"	""	"femininity"
"1580"	"k"	"Kogav-, Kogavik"	""	"feminine"
"1581"	"k"	"Kohl "	"--_ï¿½,ï¿½ï¿½/ï¿½(anc.)ï¿½"	"emotion-purging mind-exercise"
"1582"	"k"	"Kohl-tor "	"_- ',- /"	"meditate<ca>(Vulcan-style)"
"1583"	"k"	"Kohs'es"	""	"sanity"
"1584"	"k"	"Kohs-, Kohsik"	""	"sane<ca>(adj.)"
"1585"	"k"	"Kohv-tukh"	""	"quartz"
"1586"	"k"	"Kol"	""	"stew<ca>(n.)"
"1587"	"k"	"Kol-uchang--(NGS), kol-ut-shanï¿½(anc.)ï¿½"	""	"the principle of IDIC, literally \"the cornerstone of our beliefs\""
"1588"	"k"	"Kolaya "	"- '-/"	"shock<ca>(med.)"
"1589"	"k"	"Kolchak "	"- '/"	"flute, piccolo, fife"
"1590"	"k"	"Kolinahr "	"--ï¿½-ï¿½ï¿½- 'ï¿½ï¿½, - 'ï¿½'ï¿½, - 'ï¿½ï¿½/ï¿½(anc.)ï¿½"	"highest adult state of mental discipline"
"1591"	"k"	"Komak "	" '-/"	"genus"
"1592"	"k"	"Komihn|-| "	" '-/"	"human<ca>(adj.)"
"1593"	"k"	"Kon"	""	"worship<ca>(n.)"
"1594"	"k"	"Kon-tor"	""	"worship<ca>(v.)"
"1595"	"k"	"Konahr--(NGS)ï¿½"	""	"the feeling of being exposed"
"1596"	"k"	"Kopal"	""	"jacket<ca>(clothing)"
"1597"	"k"	"Korsau"	""	"save, preserve, conserve"
"1598"	"k"	"Korseivel "	"- '-/"	"save (by means of)"
"1599"	"k"	"Korsovau "	"-- '/"	"to be saved spiritually"
"1600"	"k"	"Koshvar "	"- '/"	"disaster"
"1601"	"k"	"Koshtri "	"- '/"	"race, species"
"1602"	"k"	"Kosu"	""	"female, woman<ca>(n.)"
"1603"	"k"	"Kosu-has-tal"	""	"gynecology"
"1604"	"k"	"Kosu-hassu"	""	"gynecologist"
"1605"	"k"	"Kov"	""	"rock, stone<ca>(as an individual object)"
"1606"	"k"	"Kov-skramsu"	""	"stonecarver"
"1607"	"k"	"Kov-tor"	""	"stone, throw rocks at"
"1608"	"k"	"Kov-tukh"	""	"rock, stone<ca>(as a material)"
"1609"	"k"	"Kovau"	""	"turn to stone, fossilize, petrify"
"1610"	"k"	"Kozauk"	""	"specific"
"1611"	"k"	"Kra-tukh"	""	"antimony"
"1612"	"k"	"Kraffaya"	""	"abort<ca>(n., rocketry, etc.)"
"1613"	"k"	"Krahkra--(anc.)ï¿½"	""	"\"It is nothing\""
"1614"	"k"	"Krahl"	""	"pressure point"
"1615"	"k"	"Kraisek "	" '-/"	"cage<ca>(n.)"
"1616"	"k"	"Krani "	" '-/"	"window"
"1617"	"k"	"Kras"	""	"paint<ca>(n.)"
"1618"	"k"	"Kras-tor"	""	"paint<ca>(v.)"
"1619"	"k"	"Krassu "	" '-/"	"painter"
"1620"	"k"	"Krau"	""	"vent<ca>(n.)"
"1621"	"k"	"Kravau"	""	"cheat<ca>(v.)"
"1622"	"k"	"Kreila "	" '-/"	"kreyla<ca>(a flat bread-like food)"
"1623"	"k"	"Krein"	""	"canopy<ca>(aero.)"
"1624"	"k"	"Krelsh--(anc.)ï¿½"	""	"witch"
"1625"	"k"	"Krenath "	"- '/"	"\"shamed one\"; half-breed, illegitimate child"
"1626"	"k"	"Kresik "	" '-/"	"aggressive"
"1627"	"k"	"Krik"	""	"pinch<ca>(n.)"
"1628"	"k"	"Krik-tor"	""	"pinch<ca>(v.)"
"1629"	"k"	"Kril'es"	""	"harmony"
"1630"	"k"	"Kril-tor"	""	"harmonize"
"1631"	"k"	"Kriltesau"	""	"guess<ca>(v.)"
"1632"	"k"	"Krish"	""	"bronze<ca>(n.)"
"1633"	"k"	"Kritashsu"	""	"cyborg"
"1634"	"k"	"Kriv"	""	"such"
"1635"	"k"	"Krizhiv "	"- '/"	"clay"
"1636"	"k"	"Kro|-|"	""	"fair<ca>(adj.)"
"1637"	"k"	"Kroikah "	" '--ï¿½-ï¿½' , -ï¿½ï¿½/ï¿½(anc.)ï¿½"	"\"Kroykah\"; \"Be still\", \"Stop\""
"1638"	"k"	"Krol-tor"	""	"praise<ca>(v.)"
"1639"	"k"	"Kronosh "	" '-/"	"Klingon home world"
"1640"	"k"	"Kropaya"	""	"fantasy"
"1641"	"k"	"Kru"	""	"supervisor"
"1642"	"k"	"Kru'minaakh--(anc.)ï¿½"	""	"appoint"
"1643"	"k"	"Krumaat "	"- '/"	"generation<ca>(family)"
"1644"	"k"	"Krup"	""	"boundary"
"1645"	"k"	"Krus"	""	"part, piece, segment, section"
"1646"	"k"	"Krusek "	" '-/"	"fraction<ca>(math.)"
"1647"	"k"	"Kruvek"	""	"sect"
"1648"	"k"	"Ktorr "	"--R /ï¿½(anc.)ï¿½"	"cut off, sever<ca>(obs.)"
"1649"	"k"	"Ktorr skann--ï¿½(anc.)ï¿½"	""	"the formal cutting of family ties"
"1650"	"k"	"Ku"	""	"palm<ca>(hand)"
"1651"	"k"	"Ku'Vel-bi--(NGS)ï¿½"	""	"\"Place of the Fallen\"; medical research complex in the L'langon Mountains"
"1652"	"k"	"Ku-li "	" '-/"	"valley"
"1653"	"k"	"Ku-san "	"- '/"	"chair"
"1654"	"k"	"Ku-tor"	""	"sit<ca>(v.)"
"1655"	"k"	"Ku-trak "	"- '/"	"cushion<ca>(n.)"
"1656"	"k"	"Kudau"	""	"bless"
"1657"	"k"	"Kugau"	""	"commit"
"1658"	"k"	"Kuhku "	" '-, '- /"	"pus"
"1659"	"k"	"Kuhlau"	""	"compete"
"1660"	"k"	"Kuhlaya "	"- '-,- /"	"competition"
"1661"	"k"	"Kuhr"	""	"latch<ca>(n.)"
"1662"	"k"	"Kuhsh-tor"	""	"beat<ca>(v.)"
"1663"	"k"	"Kuht"	""	"herd<ca>(n.)"
"1664"	"k"	"Kukev "	"- '/"	"benzene"
"1665"	"k"	"Kulan "	" '-/"	"helix, spiral"
"1666"	"k"	"Kulauf "	"- '/"	"exception"
"1667"	"k"	"Kum-tor"	""	"catch<ca>(v.)"
"1668"	"k"	"Kun-ut--(anc.)ï¿½"	""	"bond-mate, spouse"
"1669"	"k"	"Kun-ut kali-fi--(anc.)ï¿½"	""	"ritual \"marriage challenge\""
"1670"	"k"	"Kun-ut so'lik--(anc.)ï¿½"	""	"ritual \"marriage proposal\""
"1671"	"k"	"Kunel "	"- '/"	"hill, butte"
"1672"	"k"	"Kunli "	" '-/"	"happy"
"1673"	"k"	"Kup"	""	"able, can"
"1674"	"k"	"Kur"	""	"color"
"1675"	"k"	"Kur-tor"	""	"color, dye<ca>(v.)"
"1676"	"k"	"Kur-tukh"	""	"dye<ca>(n.)"
"1677"	"k"	"Kurau"	""	"stain<ca>(v.)"
"1678"	"k"	"Kuraya "	"- '-/"	"stain<ca>(n.)"
"1679"	"k"	"Kurek "	" '-/"	"pigment(ation)"
"1680"	"k"	"Kuriht "	"- '/"	"rash<ca>(n.)"
"1681"	"k"	"Kurtra"	""	"spectrum"
"1682"	"k"	"Kurucham "	"- '-/"	"zombie"
"1683"	"k"	"Kus-tor"	""	"ring<ca>(v.)"
"1684"	"k"	"Kus-vakh"	""	"bell"
"1685"	"k"	"Kushel "	"- '/"	"bird, fowl"
"1686"	"k"	"Kushizhau"	""	"mold<ca>(v.)"
"1687"	"k"	"Kusilau"	""	"resonate"
"1688"	"k"	"Kusut"	""	"pain<ca>(n.)"
"1689"	"k"	"Kutra"	""	"bank<ca>(n.)"
"1690"	"k"	"Kuv"	""	"if"
"1691"	"k"	"Kuvish "	" '-/"	"bearing<ca>(mech.)"
"1692"	"k"	"Kuyau"	""	"sit<ca>(v.)"
"1693"	"k"	"Kuzhet"	""	"harness<ca>(n.)"
"1694"	"k"	"Kveshkau"	""	"taunt<ca>(v.)"
"1695"	"k"	"Kvichau"	""	"worry<ca>(v.)"
"1696"	"k"	"Kwai"	""	"wild, untamed, undomesticated"
"1697"	"k"	"Kwal se tu--(anc.)ï¿½"	""	"\"Is that really you?\"<ca>(traditional greeting after a long separation)"
"1698"	"k"	"Kwal-tor"	""	"frown<ca>(v.)"
"1699"	"k"	"Kwas-, Kwasik"	""	"meek<ca>(adj.)"
"1700"	"k"	"Kwes"	""	"afraid"
"1701"	"k"	"Kwi'"	""	"from a distance"
"1702"	"k"	"Kwi'shoret"	""	"call (to) from far away"
"1703"	"k"	"Kwitau"	""	"push<ca>(v.)"
"1704"	"k"	"Kwohk'a "	" '--_ï¿½-ï¿½ï¿½ï¿½/ï¿½(anc.)ï¿½"	"mythological guardian spirit"
"1705"	"k"	"Kwon-mor-, Kwon-morik"	""	"evergreen<ca>(adj.)"
"1706"	"k"	"Kwon-mor-kastik"	""	"evergreen (plant)"
"1707"	"k"	"Kwon-mor-lap"	""	"evergreen (tree)"
"1708"	"k"	"Kwon-mor-laptra"	""	"evergreen forest"
"1709"	"k"	"Kwon-sum "	" '--ï¿½-ï¿½ï¿½ï¿½/ï¿½(anc.)ï¿½"	"always"
"1710"	"k"	"Kwul"	""	"hit, impact, strike<ca>(n.)"
"1711"	"k"	"Kwul-razh "	" '-/"	"(impact) crater"
"1712"	"k"	"Kwul-tor"	""	"hit, impact, strike<ca>(v.)"
"1713"	"l"	"L'langon"	""	"a Vulcan mountain range<ca>"
"1714"	"l"	"L'langon-tukh"	""	"krypton"
"1715"	"l"	"La, La'"	""	"here"
"1716"	"l"	"La'ash "	"--ï¿½- 'ï¿½ï¿½/ï¿½(anc.)ï¿½"	"axe"
"1717"	"l"	"La'ka-yehat"	""	"available"
"1718"	"l"	"La'yi "	" '--ï¿½-ï¿½ï¿½/ï¿½(anc.)ï¿½"	"a type of rug"
"1719"	"l"	"Lad"	""	"sole<ca>(foot)"
"1720"	"l"	"Laf-bosh"	""	"erroneous"
"1721"	"l"	"Laf-glantokaya"	""	"error signal"
"1722"	"l"	"Laf-kiht"	""	"error code"
"1723"	"l"	"Laf-skladan"	""	"error message"
"1724"	"l"	"Laf-tor"	""	"err, make a mistake"
"1725"	"l"	"Laf-tukh"	""	"chlorine"
"1726"	"l"	"Lafosh "	"- '/"	"error, mistake"
"1727"	"l"	"Lafot "	"- '/"	"defect, flaw"
"1728"	"l"	"Lafotik"	""	"defective, faulty, flawed"
"1729"	"l"	"Lag"	""	"gum<ca>(n.)"
"1730"	"l"	"Lahrn"	""	"rudder<ca>(n.)"
"1731"	"l"	"Lahv"	""	"tongue<ca>(n.)"
"1732"	"l"	"Lairet"	""	"\"lyrette\", type of harp"
"1733"	"l"	"Laithuhret"	""	"\"lytherette\", type of harp"
"1734"	"l"	"Lakh--(anc.)ï¿½"	""	"language<ca>(obs.)"
"1735"	"l"	"Lam-tor"	""	"stand<ca>(v.)"
"1736"	"l"	"Lamekh|-| "	"- '/"	"warm<ca>(adj.)"
"1737"	"l"	"Lan"	""	"rank"
"1738"	"l"	"Lan-tol "	" '-/"	"floor, deck; bed<ca>(geol.)"
"1739"	"l"	"Lanet"	""	"bottom<ca>(n.)"
"1740"	"l"	"Lanka-gar--(NGS)ï¿½"	""	"a Vulcan nocturnal predatory bird"
"1741"	"l"	"Lansu"	""	"officer"
"1742"	"l"	"Lap"	""	"tree"
"1743"	"l"	"Lap-gel "	" '-/"	"branch"
"1744"	"l"	"Lap-shal"	""	"woodland"
"1745"	"l"	"Lap-tukh"	""	"timber"
"1746"	"l"	"Lapan"	""	"wood"
"1747"	"l"	"Lapan-skramsu"	""	"woodcarver"
"1748"	"l"	"Lapan-tanaf"	""	"woodcraft"
"1749"	"l"	"Laptra"	""	"forest"
"1750"	"l"	"Lara"	""	"a Vulcan desert bird"
"1751"	"l"	"Lasha "	"- '/"	"arrive"
"1752"	"l"	"Lashan "	"- '/"	"arrival"
"1753"	"l"	"Lashark--(anc.)ï¿½"	""	"a poetic name for sunrise; lit. \"he who arrives\""
"1754"	"l"	"Laskat"	""	"depot, station, terminal"
"1755"	"l"	"Lates "	" '-/"	"walk<ca>(n.)"
"1756"	"l"	"Lau|-|"	""	"may, might"
"1757"	"l"	"Lautuv|-| "	"- '/"	"stubborn"
"1758"	"l"	"Laz"	""	"jamb"
"1759"	"l"	"Le-matya "	"--ï¿½- 'ï¿½ï¿½-ï¿½ï¿½/ï¿½(anc.)ï¿½"	"large, venomous Vulcan desert predator"
"1760"	"l"	"Le-su--(anc.)ï¿½"	""	"frost"
"1761"	"l"	"Le-suma "	"--ï¿½- 'ï¿½ï¿½-ï¿½ï¿½/ï¿½(anc.)ï¿½"	"ice<ca>(n.)"
"1762"	"l"	"Le-suma-eiktra"	""	"ice shelf"
"1763"	"l"	"Le-suma-haki"	""	"ice hockey"
"1764"	"l"	"Le-suma-marshak"	""	"(ice) floe"
"1765"	"l"	"Le-suma-pal"	""	"ice age"
"1766"	"l"	"Le-suma-tal"	""	"glaciology<ca>(study)"
"1767"	"l"	"Lef'es"	""	"texture"
"1768"	"l"	"Leh-dah"	""	"twelve"
"1769"	"l"	"Leh-dah'veh"	""	"twelfth<ca>(n.)"
"1770"	"l"	"Leh-dah-tukh"	""	"Seaborgium"
"1771"	"l"	"Leh-dahr-, Leh-dah'rak"	""	"twelfth<ca>(adj.)"
"1772"	"l"	"Leh-kau"	""	"fifteen"
"1773"	"l"	"Leh-kau'veh"	""	"fifteenth<ca>(n.)"
"1774"	"l"	"Leh-kau-tukh"	""	"Meitnerium"
"1775"	"l"	"Leh-kaur-, Leh-kau'rak"	""	"fifteenth<ca>(adj.)"
"1776"	"l"	"Leh-keh"	""	"fourteen"
"1777"	"l"	"Leh-keh'veh"	""	"fourteenth<ca>(n.)"
"1778"	"l"	"Leh-keh-tukh"	""	"Hassium"
"1779"	"l"	"Leh-kehr-, Leh-keh'rak"	""	"fourteenth<ca>(adj.)"
"1780"	"l"	"Leh-nau"	""	"nineteen"
"1781"	"l"	"Leh-nau'veh"	""	"nineteenth<ca>(n.)"
"1782"	"l"	"Leh-naur-, Leh-nau'rak"	""	"nineteenth<ca>(adj.)"
"1783"	"l"	"Leh-oh"	""	"eighteen"
"1784"	"l"	"Leh-oh'veh"	""	"eighteenth<ca>(n.)"
"1785"	"l"	"Leh-ohr-, Leh-oh'rak"	""	"eighteenth<ca>(adj.)"
"1786"	"l"	"Leh-reh"	""	"thirteen"
"1787"	"l"	"Leh-reh'veh"	""	"thirteenth<ca>(n.)"
"1788"	"l"	"Leh-reh-tukh"	""	"Bohrium"
"1789"	"l"	"Leh-rehr-, Leh-reh'rak"	""	"thirteenth<ca>(adj.)"
"1790"	"l"	"Leh-sheh"	""	"sixteen"
"1791"	"l"	"Leh-sheh'veh"	""	"sixteenth<ca>(n.)"
"1792"	"l"	"Leh-shehr-, Leh-sheh'rak"	""	"sixteenth<ca>(adj.)"
"1793"	"l"	"Leh-steh"	""	"seventeen"
"1794"	"l"	"Leh-steh'veh"	""	"seventeenth<ca>(n.)"
"1795"	"l"	"Leh-stehr-, Leh-steh'rak"	""	"seventeenth<ca>(adj.)"
"1796"	"l"	"Leh-tukh"	""	"Rutherfordium"
"1797"	"l"	"Leh-wuh"	""	"eleven"
"1798"	"l"	"Leh-wuh'veh"	""	"eleventh<ca>(n.)"
"1799"	"l"	"Leh-wuh-tukh"	""	"Dubnium"
"1800"	"l"	"Leh-wuhr-, Leh-wuh'rak"	""	"eleventh<ca>(adj.)"
"1801"	"l"	"Lehk"	""	"post<ca>(n.)"
"1802"	"l"	"Leh|kuh|"	""	"ten"
"1803"	"l"	"Lehm-tor"	""	"throw, toss, heave"
"1804"	"l"	"Leipau"	""	"bake"
"1805"	"l"	"Leipausu"	""	"baker"
"1806"	"l"	"Leitri "	" '-/"	"toy, plaything"
"1807"	"l"	"Lek-tukh"	""	"niobium"
"1808"	"l"	"Lekva "	" '-/"	"aegis"
"1809"	"l"	"Ler-tukh"	""	"tungsten"
"1810"	"l"	"Lerakh|-| "	"- '/"	"compressed, compacted<ca>(adj.)"
"1811"	"l"	"Lerash|-| "	"- '/"	"hard<ca>(adj.)"
"1812"	"l"	"Les"	""	"target<ca>(n.)"
"1813"	"l"	"Lesek "	" '-/"	"joint<ca>(anat.)"
"1814"	"l"	"Lesh"	""	"bear, carry"
"1815"	"l"	"Lest"	""	"burden<ca>(n.)"
"1816"	"l"	"Li-fal "	"- '/"	"example, sample"
"1817"	"l"	"Li-wun "	" '-/"	"lance<ca>(n.)"
"1818"	"l"	"Lihsek"	""	"grommet"
"1819"	"l"	"Limak"	""	"facing<ca>(n.)"
"1820"	"l"	"Limein "	"- '/"	"mask<ca>(n.)"
"1821"	"l"	"Limuk "	"- '/"	"face"
"1822"	"l"	"Limuk-sazehlanaya"	""	"face-lift<ca>(n.)"
"1823"	"l"	"Linisau"	""	"examine"
"1824"	"l"	"Linsu "	" '-/"	"cynic"
"1825"	"l"	"Lipau"	""	"knife<ca>(n.)"
