"FRST_LETTER"	"fse"	"domain"	"vulcan"
"3234"	"c"	"Clean"	NA	"puyik(adj.); pu-tor(v.)"
"3235"	"c"	"Cleaning brush"	NA	"pu-achut"
"3236"	"c"	"Cleanliness"	NA	"puyik'es"
"3237"	"c"	"Cleanse"	NA	"drom-tor"
"3238"	"c"	"Clear"	"transparent"	"pa'shi-, pa'shik"
"3239"	"c"	"Clear"	"v."	"pa'shau"
"3240"	"c"	"Clear air turbulence"	NA	"pa'shi-sov-wauk"
"3241"	"c"	"Clear away"	"v."	"sapa'shau"
"3242"	"c"	"Clear off"	"v."	"skapa'shau"
"3243"	"c"	"Clearance"	NA	"kalal'es(permission), zhimuhp'es(room), sapa'shaya(removal)"
"3244"	"c"	"Cleave"	"v., split"	"thresh-tor"
"3245"	"c"	"Cleaver"	NA	"threshek"
"3246"	"c"	"Cleft"	NA	"thresh"
"3247"	"c"	"Clerk"	"n."	"dunusu"
"3248"	"c"	"Clevis pin"	NA	"asteronau-mof"
"3249"	"c"	"Clich_"	NA	"pstheran"
"3250"	"c"	"Click"	NA	"ralg(n.), ralg-tor(v.)"
"3251"	"c"	"Client"	NA	"vigwamsu"
"3252"	"c"	"Cliff"	NA	"menal"
"3253"	"c"	"Climate"	NA	"ek'nosh"
"3254"	"c"	"Climate control"	NA	"ek'nosh-tash"
"3255"	"c"	"Climatic change"	NA	"ek'nosh-rubah"
"3256"	"c"	"Climatic trend"	NA	"ek'nosh-venek"
"3257"	"c"	"Climatic zone"	NA	"ek'nosh-shal"
"3258"	"c"	"Climatologist"	NA	"ek'nosh-talsu"
"3259"	"c"	"Climatology"	NA	"ek'nosh-tal"
"3260"	"c"	"Climax"	"n."	"pid-sfek"
"3261"	"c"	"Climb"	NA	"man(n.), man-tor(v.)"
"3262"	"c"	"Climb rate"	NA	"man-tav"
"3263"	"c"	"Climber"	NA	"mansu"
"3264"	"c"	"Cling"	"v."	"termeskarau"
"3265"	"c"	"Clinic"	"med."	"pi'shi'has, pi'shi'hakaya"
"3266"	"c"	"Clinometer"	NA	"|el'ru-|vul-thonek"
"3267"	"c"	"Clinophobia"	NA	"sar-tak-pthak"
"3268"	"c"	"Clip"	NA	"kriklam(n., fastener), kriklamau(v., fasten); pennesh-tor(v., cut); mesk-pohshulek-wutuhlek(n., gun)"
"3269"	"c"	"Clipboard"	NA	"kriklam-dohn"
"3270"	"c"	"Clipper "	"ship"	"sahris-mashaloli"
"3271"	"c"	"Clippers"	NA	"penneshek"
"3272"	"c"	"Clitoridectomy"	NA	"ko-lok-snem"
"3273"	"c"	"Clitoris"	NA	"ko-lok"
"3274"	"c"	"Cloaca"	"zool."	"ek'shaht-razh"
"3275"	"c"	"Cloak"	"n., clothing"	"to-sai"
"3276"	"c"	"Cloaking device"	NA	"ha'ip-sutan-el'mish"
"3277"	"c"	"Cloaking shield"	NA	"ha'ip-sutanik fo-dan"
"3278"	"c"	"Clock"	"n."	"wak-vel"
"3279"	"c"	"Clock radio"	NA	"wak-vel-sauribayek"
"3280"	"c"	"Clock tower"	NA	"wak-vel-kispek"
"3281"	"c"	"Clockmaker"	NA	"wak-vel-torsu, wak-vel-zupsu"
"3282"	"c"	"Clod"	"dirt"	"|solek-|vihk"
"3283"	"c"	"Clog"	"n."	"lapan-lad-ash'el"
"3284"	"c"	"Clone"	NA	"tolafa(n., animal), tolasu(n., person); tolasau(v.)"
"3285"	"c"	"Cloner"	NA	"tolasausu"
"3286"	"c"	"Cloning"	NA	"tolasaya"
"3287"	"c"	"Close"	NA	"be-, beik(adj.); ikap-tor(v.)"
"3288"	"c"	"Close Encounter of the First Kind"	NA	"Be-Snagel t'Wuhr-Ves"
"3289"	"c"	"Close Encounter of the Second Kind"	NA	"Be-Snagel t'Dahr-Ves"
"3290"	"c"	"Close Encounter of the Third Kind"	NA	"Be-Snagel t'Rehr-Ves"
"3291"	"c"	"Close to"	"prep."	"be'"
"3292"	"c"	"Closed"	"adj."	"ikap-, ikapik(not open); ikapal-, ikapalik(out of business/shut down)"
"3293"	"c"	"Closed canopy"	"bot."	"ikap-lap-wein"
"3294"	"c"	"Closed circuit"	"n."	"ikap-raf-kuv"
"3295"	"c"	"Closed circuit television"	NA	"ikap-raf-kuvik irak-dvubikuvan"
"3296"	"c"	"Closed interval"	NA	"ikapal-tvi-eku"
"3297"	"c"	"Closed loop"	"n."	"ikap-pakuv"
"3298"	"c"	"Closed set"	NA	"ikap-eku"
"3299"	"c"	"Closed subroutine"	NA	"ikap-ne-faikhartek"
"3300"	"c"	"Closeout"	"n."	"ek'ikapan"
"3301"	"c"	"Closet"	NA	"sai-vel-meskal"
"3302"	"c"	"Closure"	NA	"ikapan"
"3303"	"c"	"Clot"	NA	"vihk(n.), vihk-tor(v.)"
"3304"	"c"	"Cloth"	NA	"sai"
"3305"	"c"	"Clothe"	NA	"sai-tor"
"3306"	"c"	"Clothed"	"adj."	"saital-, saitalik"
"3307"	"c"	"Clothed, to be"	NA	"pusai-tor"
"3308"	"c"	"Clothes, Clothing"	NA	"sai-vel"
"3309"	"c"	"Cloud"	"n."	"wan"
"3310"	"c"	"Cloud bank"	NA	"wantra"
"3311"	"c"	"Cloud chamber"	NA	"wan-pi'shal"
"3312"	"c"	"Cloud cover"	NA	"wan-wein"
"3313"	"c"	"Cloudiness"	NA	"wan-sateh'es"
"3314"	"c"	"Clown"	"n."	"mihrsh-vidzhasu"
"3315"	"c"	"Club"	"n."	"svitasunezh(group/association); tere-naliveh-kel(bar); muhd(weapon)"
"3316"	"c"	"Clue"	NA	"tozak"
"3317"	"c"	"Cluster"	"n."	"paravek"
"3318"	"c"	"Clutch"	"n."	"dan-runemek(mech.); yu-eku(eggs)"
"3319"	"c"	"Clutch pedal"	NA	"dan-runemek-ash'kwitayek"
"3320"	"c"	"Clutch plate"	NA	"dan-runemek-math"
"3321"	"c"	"Clutter"	"n."	"pa-guhsh"
"3322"	"c"	"Cnidoblast"	NA	"ten-rakus-nala"
"3323"	"c"	"Co-pilot"	NA	"vla-hashsu, gol-hashsu"
"3324"	"c"	"Coach"	"horse-drawn"	"romosh-hors-hali"
"3325"	"c"	"Coachman"	NA	"yetursu t'romosh-hors-hali"
"3326"	"c"	"Coagulant"	NA	"vihk-tukh"
"3327"	"c"	"Coagulate"	NA	"vihk-tor"
"3328"	"c"	"Coagulation"	NA	"vihkan"
"3329"	"c"	"Coagulator"	NA	"vihkek"
"3330"	"c"	"Coagulum"	NA	"vihk"
"3331"	"c"	"Coal"	"n."	"kastik-kov"
"3332"	"c"	"Coal mine"	NA	"van-razh t'kastik-kov"
"3333"	"c"	"Coal miner"	NA	"vansu t'kastik-kov"
"3334"	"c"	"Coal tar"	NA	"kastik-kov-leralmin(TGV), kastik-kov-ulm(MGV)"
"3335"	"c"	"Coalesce"	NA	"terto'ovau"
"3336"	"c"	"Coalition"	NA	"tertoraya"
"3337"	"c"	"Coarse"	NA	"dir-, dirik"
"3338"	"c"	"Coast"	NA	"gef(n., shore); muhftau(v., move along without power)"
"3339"	"c"	"Coast guard"	"n."	"gef-korsau-pabelk"
"3340"	"c"	"Coastal flooding"	NA	"gef-abrashan"
"3341"	"c"	"Coat"	"n."	"to-pal(clothing); ek'isachya(fur, hair)"
"3342"	"c"	"Coat of arms"	NA	"okarlar-fo-dan"
"3343"	"c"	"Coathanger"	NA	"to-pal-geldayek"
"3344"	"c"	"Coating"	"n."	"fi-wein"
"3345"	"c"	"Coaxial antenna"	NA	"dah-da-sfekik kash-ral"
"3346"	"c"	"Coaxial cable "	"coax"	"elakh t'dah-da-sfek (EDDS)"
"3347"	"c"	"Coaxial filter"	NA	"dah-da-sfekik kapol"
"3348"	"c"	"Coaxial induction drive"	NA	"vimevilau-yeturek t'dah-da-sfek"
"3349"	"c"	"Coaxial relay"	NA	"dah-da-sfekik gol'dvunek"
"3350"	"c"	"Coaxial warp drive"	NA	"tchas-yeturek t'dah-da-sfek"
"3351"	"c"	"Cobalt"	NA	"pla-tukh"
"3352"	"c"	"Cobalt bomb"	NA	"pla-tukh-thorshek"
"3353"	"c"	"Cobalt chloride"	NA	"dah-lafu t'pla-tukh"
"3354"	"c"	"Cobaltite"	NA	"pla'utek"
"3355"	"c"	"Cobbler"	"person"	"ash'el-teslausu"
"3356"	"c"	"Cobblestone"	NA	"kahr-yut-kov"
"3357"	"c"	"Cobweb"	"n."	"spaiduhr-vis"
"3358"	"c"	"Coccolith"	NA	"guv-smol-mathra"
"3359"	"c"	"Coccus"	NA	"dukal-talvot"
"3360"	"c"	"Coccygeal vertebra"	NA	"harr-hinek"
"3361"	"c"	"Coccyx"	NA	"harr-hinektra, tvi-harr"
"3362"	"c"	"Cochlea"	NA	"tvi-kaluk-pakuv"
"3363"	"c"	"Cochleate"	NA	"sneil-fo-shidik, kulanayik"
"3364"	"c"	"Cochrane warp drive"	NA	"tchas-yeturek t'Kokran"
"3365"	"c"	"Cockade"	NA	"kakeid |pauk taik-zhel-sehtebihk|"
"3366"	"c"	"Cockpit"	NA	"hashsu-shal(aircraft); dakharau-razh(ship)"
"3367"	"c"	"Cockpit voice recorder "	"CVR"	"spes-vipladayek t'hashsu-shal"
"3368"	"c"	"Cocoon"	"n."	"rada-wein"
"3369"	"c"	"Code"	"n."	"kiht(cypher); to'kihtra(system of rules)"
"3370"	"c"	"Code word"	NA	"kiht-zhit"
"3371"	"c"	"Coding capacity"	NA	"kihtau-tsoh"
"3372"	"c"	"Coding sequence"	NA	"kihtau-zehlanaya"
"3373"	"c"	"Coefficient"	NA	"kakratulek"
"3374"	"c"	"Coeliac"	NA	"feshek-, feshekik"
"3375"	"c"	"Coelom"	NA	"wuhr-vukhut-pi'tauk"
"3376"	"c"	"Coelostat"	NA	"irak-zan-vel t'wak-vel-haulat"
"3377"	"c"	"Coenzyme"	NA	"dah-zalu"
"3378"	"c"	"Coevolution"	NA	"ter-wakrubaya"
"3379"	"c"	"Cofactor"	NA	"ter-klai"
"3380"	"c"	"Coffee"	NA	"kafi"
"3381"	"c"	"Coffee cup"	NA	"kafi-monek"
"3382"	"c"	"Coffee maker"	NA	"kafi-torek"
"3383"	"c"	"Coffee pot"	NA	"kafi-greindzh"
"3384"	"c"	"Coffin"	NA	"tevikeh-natuhn"
"3385"	"c"	"Cog"	"mech."	"halek-zud"
"3386"	"c"	"Cognition"	NA	"opul-fain"
"3387"	"c"	"Cognitive"	"adj."	"opul-fai-, opul-faik"
"3388"	"c"	"Cognitive archaeology"	NA	"opul-faik veshtsu-tal"
"3389"	"c"	"Coherent"	"adj."	"thahk-, thahkik"
"3390"	"c"	"Coherent neutrino beam"	NA	"thahk-ska'gal-zehl|ek|"
"3391"	"c"	"Coherent pulse"	NA	"thahk-sagaya"
"3392"	"c"	"Cohesion"	NA	"terepaya"
"3393"	"c"	"Coil"	NA	"pakuv(n.); pakuv-tor(v.); mokulan(mech.)"
"3394"	"c"	"Coil spanner"	NA	"mokulan-mish-raul"
"3395"	"c"	"Coin"	"n."	"buhn"
"3396"	"c"	"Colander"	NA	"yerak-kol'wihfelek"
"3397"	"c"	"Cold"	"adj."	"samek|-|"
"3398"	"c"	"Cold front"	NA	"samek-praduk"
"3399"	"c"	"Cold war"	NA	"riyeht-ahkh"
"3400"	"c"	"Colitis"	NA	"pekh-mev-yonshaya"
"3401"	"c"	"Collaberate"	NA	"visvikugwau"
"3402"	"c"	"Collaberation"	NA	"visvikugwaya"
"3403"	"c"	"Collaborator"	NA	"visvikugwausu"
"3404"	"c"	"Collagen"	NA	"rinalaik slah-ketek"
"3405"	"c"	"Collapse"	NA	"nushaya(n.), nushau(v.)"
"3406"	"c"	"Collar"	"n."	"talukuv"
"3407"	"c"	"Collate"	NA	"krus-zekau"
"3408"	"c"	"Colleague"	NA	"kazhuksu"
"3409"	"c"	"Collect"	NA	"tershau"
"3410"	"c"	"Collection"	NA	"tershaya"
"3411"	"c"	"Collective"	"n."	"tershtra"
"3412"	"c"	"Collector"	NA	"tershayek(device); tershausu(person)"
"3413"	"c"	"College"	NA	"weh-abu-shi'oren"
"3414"	"c"	"Collide"	NA	"terkwul-tor"
"3415"	"c"	"Collider"	"device"	"terkwulek"
"3416"	"c"	"Collision"	NA	"terkwul"
"3417"	"c"	"Collision bulkhead"	NA	"terkwul-tvi-temok"
"3418"	"c"	"Colon"	NA	"pekh-mev"
"3419"	"c"	"Colonel"	NA	"shal-lan"
"3420"	"c"	"Colonial"	"adj."	"sashila-, sashilaik"
"3421"	"c"	"Colonist"	NA	"sashilasu"
"3422"	"c"	"Colonization"	NA	"sashilaya"
"3423"	"c"	"Colonize"	NA	"sashilau"
"3424"	"c"	"Colonnade"	NA	"tsek-zehl"
"3425"	"c"	"Colony"	NA	"sashila"
"3426"	"c"	"Color"	NA	"kur(n.); kur-tor(v.)"
"3427"	"c"	"Color analyzer"	NA	"kur-nisayek"
"3428"	"c"	"Color balance"	NA	"kur-vo'ektaya"
"3429"	"c"	"Color blindness"	NA	"kur-glan-fam"
"3430"	"c"	"Color correction"	NA	"kur-yehtan"
"3431"	"c"	"Color filter"	NA	"kur-kapol"
"3432"	"c"	"Color picture"	NA	"kur-bikuv"
"3433"	"c"	"Color separation"	NA	"kur-dahshaya"
"3434"	"c"	"Color temperature"	NA	"kur-falek'es"
"3435"	"c"	"Color vision"	NA	"kur-glan"
"3436"	"c"	"Coloration"	NA	"kurat"
"3437"	"c"	"Colorful"	NA	"kur-bosh|-|"
"3438"	"c"	"Colorimeter"	NA	"kur-thonek"
"3439"	"c"	"Colorimetry"	NA	"kur-thon"
"3440"	"c"	"Colorless"	NA	"kur-fam(adv.); kur-fam-, kur-famik(adj.)"
"3441"	"c"	"Colostomy"	NA	"pekh-mev-sharutaya"
"3442"	"c"	"Colpitis"	NA	"keshtan-ur-yonshaya"
"3443"	"c"	"Colpocele"	NA	"keshtan-ur-faka"
"3444"	"c"	"Colpoptosis"	NA	"keshtan-ur-set"
"3445"	"c"	"Colposcope"	NA	"keshtan-urik zan-vel"
"3446"	"c"	"Colpospasm"	NA	"keshtan-ur-runev"
"3447"	"c"	"Colt"	NA	"kolt, sa-hors-kan"
"3448"	"c"	"Columbarium"	NA	"su-vitush-kel"
"3449"	"c"	"Column"	NA	"tsek(structural), vokau-tsek(memorial), |aski-|dvun-zehl(military)"
"3450"	"c"	"Coma"	NA	"ritevakh(med.); zehl-yel-tam(comet)"
"3451"	"c"	"Comb"	NA	"isachya-dref(n.), dref-tor |isachya|(v.)"
"3452"	"c"	"Combat"	"n."	"morov(anc.)"
"3453"	"c"	"Combat air patrol "	"CAP"	"morov-hash-pabelk"
"3454"	"c"	"Combat engineer"	NA	"morov-mishek"
"3455"	"c"	"Combat photographer"	NA	"morov-ha'gel-tanafsu"
"3456"	"c"	"Combat reporter"	NA	"morov-ro'ribetsu"
"3457"	"c"	"Combination"	NA	"terish"
"3458"	"c"	"Combine"	NA	"ek'uronesh-hali(vehicle); terish-tor(v.)"
"3459"	"c"	"Combined, to be"	NA	"puterish-tor"
"3460"	"c"	"Combust"	NA	"yontau"
"3461"	"c"	"Combustion"	NA	"yontaya"
"3462"	"c"	"Combustion chamber"	NA	"yontau-tvi-shal(TGV), yontau-tvihal(MGV)"
"3463"	"c"	"Combustion efficiency"	NA	"yontau-yeht-urgam'es"
"3464"	"c"	"Combustion instability"	NA	"yontau-rifihet'es"
"3465"	"c"	"Combustion limit"	NA	"yontau-grei"
"3466"	"c"	"Combustion oscillation"	NA	"yontau-nawaflaya"
"3467"	"c"	"Come"	NA	"sarlah"
"3468"	"c"	"Come down"	"v."	"tev-tor(most uses); nusarlah(beings/animals)"
"3469"	"c"	"Come forward"	"v., beings/animals"	"fasarlah"
"3470"	"c"	"Come in"	"v."	"svi-tor(most uses); visarlah(beings/animals)"
"3471"	"c"	"Come out"	"v., beings/animals"	"sasarlah"
"3472"	"c"	"Come up"	"v."	"she-tor(most uses); abu-sarlah(beings/animals)"
"3473"	"c"	"Comedian"	NA	"|sa-|mihrsu"
"3474"	"c"	"Comedienne"	NA	"ko-mihrsu"
"3475"	"c"	"Comedy"	"n."	"mihrtra"
"3476"	"c"	"Comet"	NA	"zehl-yel"
"3477"	"c"	"Comfort"	NA	"mohk(n.); mohk-tor(v.)"
"3478"	"c"	"Comfortable"	NA	"mohk-yehat"
"3479"	"c"	"Comic book"	NA	"var-bes-dunap"
"3480"	"c"	"Comics"	NA	"var-beslar"
"3481"	"c"	"Command"	NA	"khartau-, khartayik(adj.); khartausutra(n., people); khartaya(n., leading); khartau(v.)"
"3482"	"c"	"Command override circuit"	NA	"khartayik tehnyak-raf-kuv"
"3483"	"c"	"Command post"	NA	"khartau-kel, fik-shi'tash"
"3484"	"c"	"Command processor"	NA	"khartau-patorayek"
"3485"	"c"	"Command ship"	NA	"khartau-|mas|hali"
"3486"	"c"	"Command staff"	NA	"khartau-suyu"
"3487"	"c"	"Commander"	NA	"khartausu(generic term); zhel-lan(navy/Starfleet)"
"3488"	"c"	"Commanding officer "	"CO"	"khartaun-lansu"
"3489"	"c"	"Commando"	"n."	"flanapask'ersu"
"3490"	"c"	"Commemorate"	NA	"dorvokau"
"3491"	"c"	"Commemoration"	NA	"dorvokaya"
"3492"	"c"	"Commence"	NA	"palikau"
"3493"	"c"	"Commencement"	NA	"palikaya"
"3494"	"c"	"Commend"	NA	"dopidor-tor"
"3495"	"c"	"Commendation"	NA	"dopidor"
"3496"	"c"	"Commerce"	NA	"pamahrtra"
"3497"	"c"	"Commercial"	"n., television"	"svakarbumagaya"
"3498"	"c"	"Comment"	NA	"tuhskaya(n.), tuhskau(v.)"
"3499"	"c"	"Commission"	NA	"kadvin(n., putting in service); kadvinavek(n., group); kadvin-tor(v., to be put into service)"
"3500"	"c"	"Commissioned, to be"	NA	"pukadvin-tor"
"3501"	"c"	"Commissioned officer"	NA	"pukadvinal-lansu"
"3502"	"c"	"Commissioner"	NA	"kadvinaveksu"
"3503"	"c"	"Commit"	NA	"kugau"
"3504"	"c"	"Commitment"	NA	"kugaya"
"3505"	"c"	"Committee"	NA	"paribau-travek"
"3506"	"c"	"Commodore"	NA	"travek-lan"
"3507"	"c"	"Common"	NA	"tsuk|-|"
"3508"	"c"	"Commonwealth"	NA	"te'don'teretaya"
"3509"	"c"	"Communicate"	NA	"sviribau"
"3510"	"c"	"Communication"	NA	"sviribaya"
"3511"	"c"	"Communications badge "	"combadge"	"sviribau-ubihk"
"3512"	"c"	"Communications laser"	NA	"sviribau-ha'zehlek"
"3513"	"c"	"Communications officer"	NA	"sviribau-lansu"
"3514"	"c"	"Communications relay"	NA	"sviribau-gol'dvunek"
"3515"	"c"	"Communications ship"	NA	"sviribau-hali"
"3516"	"c"	"Communications station"	NA	"sviribau-laskat"
"3517"	"c"	"Communications technician"	NA	"sviribau-tanel'mishek"
"3518"	"c"	"Communications tower"	NA	"sviribau-kispek"
"3519"	"c"	"Communicator"	"device"	"sviribayek"
"3520"	"c"	"Communion"	"religious"	"kuh'myunyuhn(VTW)"
"3521"	"c"	"Communism"	NA	"shasol-ek'pumal-spanakhatektra"
"3522"	"c"	"Communist"	NA	"shasol-ek'pumal-zahelsu"
"3523"	"c"	"Community"	NA	"shila(town); ha-travek(biol.)"
"3524"	"c"	"Compact"	"v."	"lerakhovau"
"3525"	"c"	"Compact disc "	"CD"	"pi'mathra"
"3526"	"c"	"Compact disc "	"CD"	"pi'mathra-mavayek"
"3527"	"c"	"Compact disc "	"CD"	"pi'mathra-vipladayek"
"3528"	"c"	"Compacted"	"adj."	"lerakh|-|"
"3529"	"c"	"Compactor"	NA	"lerakhovayek"
"3530"	"c"	"Companion"	NA	"besu"
"3531"	"c"	"Companionship"	NA	"besu'es"
"3532"	"c"	"Company/Co."	NA	"krozhak(business), kebigreb(military/law enforcement unit)"
"3533"	"c"	"Compare"	"v."	"navathau"
"3534"	"c"	"Comparison"	NA	"navathaya"
"3535"	"c"	"Comparitive"	"n., grammar"	"navath-zhit"
"3536"	"c"	"Compass"	"n."	"seshan-kharat-thonek"
"3537"	"c"	"Compass bearing"	NA	"dah-sfek-kharat t'seshan-kharat-thonek"
"3538"	"c"	"Compass correction"	NA	"yehtan t'seshan-kharat-thonek"
"3539"	"c"	"Compass course"	NA	"rivak t'seshan-kharat-thonek"
"3540"	"c"	"Compass heading"	NA	"talkaya t'seshan-kharat-thonek"
"3541"	"c"	"Compassion"	NA	"utan'es"
"3542"	"c"	"Compatible"	NA	"zorgwi-yehat"
"3543"	"c"	"Compensate"	NA	"torabrau"
"3544"	"c"	"Compensation"	NA	"torabraya"
"3545"	"c"	"Compensator"	NA	"torabrayek"
"3546"	"c"	"Compete"	NA	"kuhlau"
"3547"	"c"	"Competence"	NA	"kukup'es"
"3548"	"c"	"Competent"	"adj."	"kukup-, kukupik"
"3549"	"c"	"Competition"	NA	"kuhlaya"
"3550"	"c"	"Competitive exclusion"	NA	"kuhlau-sanan"
"3551"	"c"	"Compilation"	NA	"travilaya"
"3552"	"c"	"Compile"	NA	"travilau"
"3553"	"c"	"Compiler"	"device"	"travilayek"
"3554"	"c"	"Complement"	NA	"sutra-nosahp"
"3555"	"c"	"Complete"	NA	"ovsot-, ovsotik(adj.); ovsoh(v.)"
"3556"	"c"	"Complete metamorphosis"	NA	"ovsot-ek'rubah"
"3557"	"c"	"Completion"	NA	"ovsohn"
"3558"	"c"	"Complex"	NA	"wehkon-, wehkonik(adj.); kelutra(n.)"
"3559"	"c"	"Component"	"n."	"|mish-|krus"
"3560"	"c"	"Compose"	"v., letter, music, etc."	"ter-tor"
"3561"	"c"	"Composer"	"music"	"tersu"
"3562"	"c"	"Composite"	NA	"tertin(n.); tertitau(v.)"
"3563"	"c"	"Composite motor"	NA	"tertin-mishu"
"3564"	"c"	"Compositing"	"n."	"tertitaun"
"3565"	"c"	"Composition"	"n."	"teran(writing, music); tertitaya(make-up)"
"3566"	"c"	"Compositor"	NA	"tertitayek"
"3567"	"c"	"Compound"	"n., chem."	"meilaktra"
"3568"	"c"	"Compound eye"	NA	"wehkon-bezhun"
"3569"	"c"	"Compound fracture"	NA	"tu'ash-wadi-shaya"
"3570"	"c"	"Compound leaf"	NA	"wehkon-mor"
"3571"	"c"	"Compress"	"v."	"lerakhovau"
"3572"	"c"	"Compressed"	"adj."	"lerakh|-|"
"3573"	"c"	"Compressed air"	NA	"lerakh-sov"
"3574"	"c"	"Compression"	NA	"lerakhovaya"
"3575"	"c"	"Compressor"	NA	"lerakhovayek"
"3576"	"c"	"Compulsion"	NA	"riyeht-aitlun"
"3577"	"c"	"Computation"	NA	"tumaya"
"3578"	"c"	"Compute"	NA	"tumau"
"3579"	"c"	"Computer"	NA	"tum-vel"
"3580"	"c"	"Computer-Aided Design "	"CAD"	"Patanafaya bai'Tum-Vel"
"3581"	"c"	"Computer bank"	NA	"tum-vel-kutra"
"3582"	"c"	"Computer bay"	NA	"tum-vel-sutauk"
"3583"	"c"	"Computer core"	NA	"tum-vel-tviyan"
"3584"	"c"	"Computer display"	NA	"tum-vel-gluvayek"
"3585"	"c"	"Computer interface"	NA	"tum-vel-tvihanek"
"3586"	"c"	"Computer keyboard"	NA	"ozh-svin-math t'tum-vel"
"3587"	"c"	"Computer memory"	NA	"tum-vel-vokaya"
"3588"	"c"	"Computer monitor"	NA	"tum-vel-gluvayek"
"3589"	"c"	"Computer programmer"	NA	"tum-vel-tumausu"
"3590"	"c"	"Computer science"	NA	"tum-vel-ek'tal"
"3591"	"c"	"Computer screen"	NA	"tum-vel-gluvayek"
"3592"	"c"	"Concave"	NA	"vi-tauk-, vi-taukik"
"3593"	"c"	"Conceal"	NA	"ip-sut(anc.)"
"3594"	"c"	"Conception"	"pregnancy"	"ha'kanalikaya"
"3595"	"c"	"Concert"	NA	"ralash-torperan"
"3596"	"c"	"Concert hall"	NA	"ralash-torper-mav'shal"
"3597"	"c"	"Conclude"	NA	"shahtau"
"3598"	"c"	"Conclusion"	NA	"shahtaya"
"3599"	"c"	"Concolorate"	"zool."	"ka-kur-vlaik"
"3600"	"c"	"Concrescence"	NA	"vinokaya"
"3601"	"c"	"Concrete"	"material"	"nok"
"3602"	"c"	"Concubine"	NA	"beko-telsu"
"3603"	"c"	"Concupiscence"	NA	"maut-kerik aitlun"
"3604"	"c"	"Concussion"	"med."	"kwul-kolaya"
"3605"	"c"	"Condemn"	NA	"pliflau"
"3606"	"c"	"Condemned"	"adj."	"pliflal-, pliflalik"
"3607"	"c"	"Condemnation"	NA	"pliflaya"
"3608"	"c"	"Condensation"	NA	"sasov-saya(process); sasov-masu(liquid)"
"3609"	"c"	"Condensation nucleus"	NA	"svitan-vel t'sasov-saya"
"3610"	"c"	"Condenser"	"chem."	"sasov-mashayek"
"3611"	"c"	"Condiment"	NA	"kamun"
"3612"	"c"	"Condition"	"n."	"nosh; |pl.noshu(TGV), noshlar(MGV)|"
"3613"	"c"	"Condition red tracer light"	NA	"zavikau-ha'gel t'yon-kur-nosh"
"3614"	"c"	"Conditional"	"adj."	"fi-nosh-, fi-noshik"
"3615"	"c"	"Conditional setting"	NA	"fi-nosh-dvolaya"
"3616"	"c"	"Conduct"	"v."	"spa-tor(general term); khartau(music)"
"3617"	"c"	"Conduction"	NA	"span"
"3618"	"c"	"Conductive"	NA	"spa-, spayik"
"3619"	"c"	"Conductivity"	NA	"spa'es"
"3620"	"c"	"Conductor"	"n."	"spayek(elect.); khartausu(music); shefek-hali-spasu(train)"
"3621"	"c"	"Cone"	NA	"thav(bot.); ikun(geometric shape)"
"3622"	"c"	"Confederate "	"v."	"ek'terau"
"3623"	"c"	"Confederation, Confederacy"	NA	"ek'teraya"
"3624"	"c"	"Confer"	NA	"teretariben"
"3625"	"c"	"Conference"	NA	"teretarun"
"3626"	"c"	"Conference hall"	NA	"teretarun-mav'shal"
"3627"	"c"	"Conference room"	NA	"teretarun-tvi-shal(TGV), teretarun-tvihal(MGV)"
"3628"	"c"	"Conference table"	NA	"teretarun-pasu"
"3629"	"c"	"Confess"	NA	"savar-tor"
"3630"	"c"	"Confession"	"n."	"savaran"
"3631"	"c"	"Confetti"	NA	"kuhn'feti |gabuluh-dun-wef|"
"3632"	"c"	"Confidence"	NA	"guhl'es"
"3633"	"c"	"Configuration"	NA	"pazekaya"
"3634"	"c"	"Configure"	NA	"pazekau"
"3635"	"c"	"Confine"	"v."	"tviklacha"
"3636"	"c"	"Confinement"	NA	"tviklachat"
"3637"	"c"	"Confirm"	NA	"wugau"
"3638"	"c"	"Confirmation"	NA	"wugaya"
"3639"	"c"	"Confiscate"	NA	"tosnem-tor"
"3640"	"c"	"Confiscation"	NA	"tosnem"
"3641"	"c"	"Conflict"	NA	"tehnatiraya(n.), tehnatirau(v.)"
"3642"	"c"	"Confluence"	NA	"teret-yumaya"
"3643"	"c"	"Conform"	"v."	"sep-rubilau"
"3644"	"c"	"Conformity"	NA	"sep-rubilau'es"
"3645"	"c"	"Confront"	NA	"nagau"
"3646"	"c"	"Confrontation"	NA	"nagaya"
"3647"	"c"	"Confuse"	NA	"d'oh-tor"
"3648"	"c"	"Confused"	"adj."	"d'ohik"
"3649"	"c"	"Confused, to become"	NA	"pad'oh-tor"
"3650"	"c"	"Confusion"	NA	"d'ohan"
"3651"	"c"	"Congener"	NA	"ka-komak-veh"
"3652"	"c"	"Congestion"	NA	"boshalovaya"
"3653"	"c"	"Conglomerate"	"geol."	"teret-kov"
"3654"	"c"	"Congratulate"	NA	"nadorotokau"
"3655"	"c"	"Congregation"	"religion"	"kon-ek'sutra"
"3656"	"c"	"Congress"	"government"	"ek'tospanakel"
"3657"	"c"	"Congressional committee"	NA	"ek'tospanakel-paribau-travek"
"3658"	"c"	"Congressman"	NA	"sa-ek'tospanakelsu"
