"FRST_LETTER"	"vulcan"	"variety"	"pos"	"croftian_crossling_concepts"	"fse"
"1236"	"i"	"Ip-sut"	"anc."	"v."	"ACT.CONC"	"conceal, hide"
"1237"	"i"	"Ir "	"MGV"	"n."	"OBJ.CONC"	"distance"
"1238"	"i"	"Ir-zehl-kes "	"MGV"	"n."	"OBJ.CONC"	"azimuth"
"1239"	"i"	"Irak|-| "	"MGV"	"adj."	"PROP.CONC"	"far, distant"
"1240"	"i"	"Is "	"MGV"	"n."	"OBJ.CONC"	"use"
"1241"	"i"	"Is-bosh "	"MGV"	"adj."	"PROP.CONC"	"useful"
"1242"	"i"	"Is-fam-, Is-famik "	"MGV"	"adj."	"PROP.CONC"	"useless"
"1243"	"i"	"Is-lof "	"MGV"	"n."	"OBJ.CONC"	"function"
"1244"	"i"	"Is-tor "	"MGV"	"v."	"ACT.CONC"	"use"
"1245"	"i"	"Isachya "	"MGV"	"n."	"OBJ.CONC"	"hair"
"1246"	"i"	"Isan "	"MGV"	"n."	"OBJ.CONC"	"usage"
"1247"	"i"	"Ish-veh "	"MGV"	"pron."	"SITU.MOD"	"that one"
"1248"	"i"	"Isha "	"MGV"	"adv."	"ACT.CONC.MOD"	"also, too"
"1249"	"i"	"Iskan "	"MGV"	"n."	"OBJ.CONC"	"economy"
"1250"	"i"	"Iskan-tal "	"MGV"	"n."	"OBJ.CONC"	"economics"
"1251"	"i"	"Iskan-talsu "	"MGV"	"n."	"OBJ.CONC"	"economist"
"1252"	"i"	"Istau "	"MGV"	"v."	"ACT.CONC"	"wish"
"1253"	"i"	"Istaya "	"MGV"	"n."	"OBJ.CONC"	"wish"
"1254"	"i"	"Isu-keh "	"MGV"	"n."	"OBJ.CONC"	"a type of Vulcan bush"
"1255"	"i"	"It "	"MGV"	"n."	"OBJ.CONC"	"tact"
"1256"	"i"	"It-bosh "	"MGV"	"adj."	"PROP.CONC"	"tactful"
"1257"	"i"	"It-fam-, It-famik "	"MGV"	"adj."	"PROP.CONC"	"tactless"
"1258"	"i"	"Itaren "	"MGV"	"v."	"ACT.CONC"	"thank"
"1259"	"i"	"Iwi|-| "	"MGV"	"adv."	"ACT.CONC.MOD"	"immediate(ly)"
"1260"	"i"	"Iyi-, Iyik "	"MGV"	"adj."	"PROP.CONC"	"contemporary, modern"
"1261"	"i"	"Iyula "	"MGV"	"n."	"OBJ.CONC"	"culture"
"1262"	"i"	"Izau "	"MGV"	"v."	"ACT.CONC"	"shift"
"1263"	"i"	"Izayek "	"MGV"	"n."	"OBJ.CONC"	"shifter, shift lever"
"1264"	"i"	"Izh "	"MGV"	"n."	"OBJ.CONC"	"snow"
"1265"	"i"	"Izh-ash'el "	"MGV"	"n."	"OBJ.CONC"	"showshoe"
"1266"	"i"	"Izh-sahriv "	"MGV"	"n."	"OBJ.CONC"	"snowstorm, blizzard"
"1267"	"i"	"Izh-vok "	"MGV"	"n."	"OBJ.CONC"	"snow level"
"1268"	"i"	"Izh-wef "	"MGV"	"n."	"OBJ.CONC"	"snowflake"
"1269"	"i"	"Izh-zahzek "	"MGV"	"n."	"OBJ.CONC"	"snow plow"
"1270"	"i"	"Izhau "	"MGV"	"v."	"ACT.CONC"	"snow"
"1271"	"i"	"Izhyan-, Izhyanik "	"MGV"	"adj."	"PROP.CONC"	"snowy"
"1272"	"k"	"K'ashiv "	"MGV"	"adv."	"ACT.CONC.MOD"	"often"
"1273"	"k"	"K'avon"	"TGV"	"adj."	"PROP.CONC"	"hungry"
"1274"	"k"	"K'ha "	"MGV"	"adj."	"PROP.CONC"	"alive"
"1275"	"k"	"K'ha-solektau-pthak "	"MGV"	"n."	"OBJ.CONC"	"taphephobia"
"1276"	"k"	"K'hu'kru "	"MGV"	"n."	"OBJ.CONC"	"babble, hubbub"
"1277"	"k"	"K'kan "	"MGV"	"adj."	"PROP.CONC"	"pregnant"
"1278"	"k"	"K'kari "	"NGS"	"n."	"OBJ.CONC"	"'k'karee', a mottled, blue-grey poisonous snake"
"1279"	"k"	"K'kla-min "	"MGV"	"adv."	"ACT.CONC.MOD"	"in fact, in all actuality"
"1280"	"k"	"K'kvai "	"obs."	"prep."	"SITU.MOD"	"through"
"1281"	"k"	"K'kvai'ei "	"TGV"	"prep."	"SITU.MOD"	"through which"
"1282"	"k"	"K'kvayei "	"MGV"	"prep."	"SITU.MOD"	"through which"
"1283"	"k"	"K'mag"	"TGV"	"adj."	"PROP.CONC"	"thirsty"
"1284"	"k"	"K'oh-nar"	"anc."	"n."	"OBJ.CONC"	"fear of being completely exposed in a vulnerable situation"
"1285"	"k"	"K'puu "	"MGV"	"adv."	"DEG.MOD"	"at least"
"1286"	"k"	"K'shatri "	"anc."	"adj."	"PROP.CONC"	"foreign"
"1287"	"k"	"K'torr "	"anc."	"adj."	"PROP.CONC"	"completely lacking something"
"1288"	"k"	"K'wuhli "	"MGV"	"prep."	"SITU.MOD"	"apart, separate (from)"
"1289"	"k"	"K'zung"	"TGV"	"adj."	"PROP.CONC"	"tired, fatigued"
"1290"	"k"	"Ka "	"MGV"	"adv."	"ACT.CONC.MOD"	"same, equally"
"1291"	"k"	"Ka'a "	"MGV"	"adj."	"PROP.CONC"	"as, like, similar to, akin to"
"1292"	"k"	"Ka'athaira "	"MGV"	"n."	"OBJ.CONC"	"'ka'athyra', a Vulcan musical instrument"
"1293"	"k"	"Ka'es "	"MGV"	"n."	"OBJ.CONC"	"equality"
"1294"	"k"	"Ka'yed "	"anc."	"n."	"OBJ.CONC"	"axiom"
"1295"	"k"	"Ka-, Kaik "	"MGV"	"adj."	"PROP.CONC"	"same, equal"
"1296"	"k"	"Ka-gad "	"MGV"	"n."	"OBJ.CONC"	"equinox"
"1297"	"k"	"Ka-ir-, Ka-irik "	"MGV"	"adj."	"PROP.CONC"	"equidistant"
"1298"	"k"	"Ka-ni-fur"	"NGS"	"n."	"OBJ.CONC"	"'ka-nifur', first ritual of maturity"
"1299"	"k"	"Ka-reh-vla "	"MGV"	"n."	"OBJ.CONC"	"equilateral triangle"
"1300"	"k"	"Ka-shal-salehm "	"MGV"	"n."	"OBJ.CONC"	"equal-area projection"
"1301"	"k"	"Ka-ta-pak"	"NGS"	"n."	"OBJ.CONC"	"'The Inner Chorus', understanding of one's emotions as manifestations of the gods"
"1302"	"k"	"Ka-tala'es "	"MGV"	"n."	"OBJ.CONC"	"equivalence"
"1303"	"k"	"Ka-tala-, Ka-talupik "	"MGV"	"adj."	"PROP.CONC"	"equivalent"
"1304"	"k"	"Kad "	"MGV"	"n."	"OBJ.CONC"	"bump"
"1305"	"k"	"Kafeh "	"MGV"	"n."	"OBJ.CONC"	"slave, bonded servant"
"1306"	"k"	"Kafunik "	"MGV"	"adj."	"PROP.CONC"	"random"
"1307"	"k"	"Kahai "	"MGV"	"v."	"ACT.CONC"	"flash"
"1308"	"k"	"Kahai-sfek "	"MGV"	"n."	"OBJ.CONC"	"flash point"
"1309"	"k"	"Kahat "	"MGV"	"n."	"OBJ.CONC"	"flash"
"1310"	"k"	"Kahatek "	"MGV"	"n."	"OBJ.CONC"	"flasher"
"1311"	"k"	"Kahkrus "	"MGV"	"n."	"OBJ.CONC"	"district"
"1312"	"k"	"Kahkwa "	"mostly obs."	"adj."	"PROP.CONC"	"alike, similar"
"1313"	"k"	"Kahla "	"MGV"	"n."	"OBJ.CONC"	"inertia"
"1314"	"k"	"Kahm "	"MGV"	"n."	"OBJ.CONC"	"flesh, meat"
"1315"	"k"	"Kahm-yokulsu, Kahm-yokulfa "	"MGV"	"n."	"OBJ.CONC"	"carnivore, meat-eater"
"1316"	"k"	"Kahn-tor "	"MGV"	"v."	"ACT.CONC"	"boil"
"1317"	"k"	"Kahnek "	"MGV"	"n."	"OBJ.CONC"	"boiler"
"1318"	"k"	"Kahr "	"MGV"	"n."	"OBJ.CONC"	"city, town"
"1319"	"k"	"Kahr-lan "	"MGV"	"n."	"OBJ.CONC"	"general (officer)"
"1320"	"k"	"Kahs-hir"	"anc."	"n."	"OBJ.CONC"	"an ornamental dark stone, usually black"
"1321"	"k"	"Kahs-wan"	"anc."	"n."	"OBJ.CONC"	"Vulcan coming-of-age survival test"
"1322"	"k"	"Kaht "	"MGV"	"n."	"OBJ.CONC"	"garnet; cat"
"1323"	"k"	"Kai "	"MGV"	"n."	"OBJ.CONC"	"step, stage (in a process)"
"1324"	"k"	"Kai'tan "	"anc."	"n."	"OBJ.CONC"	"pain and muscle control"
"1325"	"k"	"Kai-ros "	"MGV"	"n."	"OBJ.CONC"	"children's game similar to hopscotch"
"1326"	"k"	"Kaiden "	"MGV"	"n."	"OBJ.CONC"	"stairs, staircase, steps"
"1327"	"k"	"Kaiidth "	"NGS"	"n."	"OBJ.CONC"	"'What is, is'"
"1328"	"k"	"Kaisu "	"MGV"	"n."	"OBJ.CONC"	"sibling"
"1329"	"k"	"Kak "	"MGV"	"n."	"OBJ.CONC"	"jar"
"1330"	"k"	"Kakhartau "	"MGV"	"v."	"ACT.CONC"	"guide"
"1331"	"k"	"Kal-ap-ton"	"NGS"	"n."	"OBJ.CONC"	"ancient personification of grief"
"1332"	"k"	"Kal-Rekk"	"NGS"	"n."	"OBJ.CONC"	"Vulcan holiday of atonement and silence"
"1333"	"k"	"Kal-toh "	"NGS"	"n."	"OBJ.CONC"	"a Vulcan logic puzzle (game with 1 - 2 players)"
"1334"	"k"	"Kal-tor "	"MGV"	"v."	"ACT.CONC"	"allow, let"
"1335"	"k"	"Kala "	"MGV"	"n."	"OBJ.CONC"	"thorny plant often used for hedges"
"1336"	"k"	"Kali-tor "	"MGV"	"v."	"ACT.CONC"	"challenge"
"1337"	"k"	"Kaluk "	"MGV"	"n."	"OBJ.CONC"	"ear"
"1338"	"k"	"Kaluk-ek'zerut "	"MGV"	"n."	"OBJ.CONC"	"earring"
"1339"	"k"	"Kaluk-kusut "	"MGV"	"n."	"OBJ.CONC"	"earache"
"1340"	"k"	"Kaluk-ralashek "	"MGV"	"n."	"OBJ.CONC"	"earphone"
"1341"	"k"	"Kaluk-vel "	"MGV"	"n."	"OBJ.CONC"	"earpiece"
"1342"	"k"	"Kam-nat "	"anc."	"n."	"OBJ.CONC"	"treason"
"1343"	"k"	"Kambus "	"MGV"	"n."	"OBJ.CONC"	"shingle"
"1344"	"k"	"Kamu "	"MGV"	"n."	"OBJ.CONC"	"roof"
"1345"	"k"	"Kan "	"MGV"	"n."	"OBJ.CONC"	"child"
"1346"	"k"	"Kan-palutunausu "	"MGV"	"n."	"OBJ.CONC"	"nanny"
"1347"	"k"	"Kan-sorn"	"NGS"	"n."	"OBJ.CONC"	"a very deep, self-induced, defensive trance"
"1348"	"k"	"Kanok "	"MGV"	"adj."	"SELEC.MOD"	"every"
"1349"	"k"	"Kanok-veh "	"MGV"	"pron."	"OBJ.CONC"	"everyone, everybody"
"1350"	"k"	"Kanok-vel "	"MGV"	"pron."	"OBJ.CONC"	"everything"
"1351"	"k"	"Kanok-wilat "	"MGV"	"prep."	"SITU.MOD"	"everyplace, everywhere"
"1352"	"k"	"Kap "	"MGV"	"n."	"OBJ.CONC"	"bread"
"1353"	"k"	"Kapiratau "	"MGV"	"v."	"ACT.CONC"	"discard, throw away, cast away"
"1354"	"k"	"Kapol "	"MGV"	"n."	"OBJ.CONC"	"filter"
"1355"	"k"	"Kapol-dun "	"MGV"	"n."	"OBJ.CONC"	"filter paper"
"1356"	"k"	"Kapol-lantra "	"MGV"	"n."	"OBJ.CONC"	"filter bed"
"1357"	"k"	"Kapol-nafek "	"MGV"	"n."	"OBJ.CONC"	"kidney"
"1358"	"k"	"Kapol-tor "	"MGV"	"v."	"ACT.CONC"	"filter"
"1359"	"k"	"Kapol-toran "	"MGV"	"n."	"OBJ.CONC"	"filtration"
"1360"	"k"	"Kapol-yokulek "	"MGV"	"n."	"OBJ.CONC"	"filter feeder"
"1361"	"k"	"Kapralau "	"MGV"	"v."	"ACT.CONC"	"fluctuate"
"1362"	"k"	"Kapralaya "	"MGV"	"n."	"OBJ.CONC"	"fluctuation"
"1363"	"k"	"Kar "	"MGV"	"n."	"OBJ.CONC"	"arm"
"1364"	"k"	"Kar-an-zhi"	"NGS"	"n."	"OBJ.CONC"	"'ka-ranji', a tall cactus-like Vulcan plant"
"1365"	"k"	"Kar-nef "	"MGV"	"n."	"OBJ.CONC"	"elbow"
"1366"	"k"	"Kar-nik "	"MGV"	"n."	"OBJ.CONC"	"wrist"
"1367"	"k"	"Karf "	"MGV"	"n."	"OBJ.CONC"	"fragment"
"1368"	"k"	"Karik "	"MGV"	"adj."	"PROP.CONC"	"strong"
"1369"	"k"	"Karil "	"NGS"	"n."	"OBJ.CONC"	"'Kareel', Winter (season)"
"1370"	"k"	"Kas'el|-| "	"MGV"	"adj."	"PROP.CONC"	"lazy"
"1371"	"k"	"Kas-elakh "	"MGV"	"n."	"OBJ.CONC"	"vine, tendril"
"1372"	"k"	"Kasa "	"MGV"	"n."	"OBJ.CONC"	"a blue-green Vulcan fruit"
"1373"	"k"	"Kash-naf "	"MGV"	"n."	"OBJ.CONC"	"mind-link, mind-meld"
"1374"	"k"	"Kash-ral "	"MGV"	"n."	"OBJ.CONC"	"sense"
"1375"	"k"	"Kash-tok "	"MGV"	"adj."	"PROP.CONC"	"intelligent"
"1376"	"k"	"Kash-tor "	"MGV"	"v."	"ACT.CONC"	"sense"
"1377"	"k"	"Kashan "	"MGV"	"n."	"OBJ.CONC"	"sensation"
"1378"	"k"	"Kashek "	"MGV"	"n."	"OBJ.CONC"	"(the) mind"
"1379"	"k"	"Kashkau "	"MGV"	"n."	"OBJ.CONC"	"minds (e.g., in melding, etc.)"
"1380"	"k"	"Kashovau "	"MGV"	"v."	"ACT.CONC"	"sensitize"
"1381"	"k"	"Kastik "	"MGV"	"n."	"OBJ.CONC"	"plant"
"1382"	"k"	"Kastik-goh-yokulsu "	"MGV"	"n."	"OBJ.CONC"	"vegetarian"
"1383"	"k"	"Kastik-sokasitausu "	"MGV"	"n."	"OBJ.CONC"	"plant cultivator"
"1384"	"k"	"Kastik-yokulfa "	"MGV"	"n."	"OBJ.CONC"	"herbivore"
"1385"	"k"	"Kastoral-, Kastoralik "	"MGV"	"adj."	"PROP.CONC"	"encouraged"
"1386"	"k"	"Kastorau "	"MGV"	"v."	"ACT.CONC"	"encourage"
"1387"	"k"	"Kastoraya "	"MGV"	"n."	"OBJ.CONC"	"encouragement"
"1388"	"k"	"Kastorilak "	"MGV"	"n."	"OBJ.CONC"	"stimulant"
"1389"	"k"	"Kastorilal-, Kastorilalik "	"MGV"	"adj."	"PROP.CONC"	"stimulated"
"1390"	"k"	"Kastorilau "	"MGV"	"v."	"ACT.CONC"	"stimulate"
"1391"	"k"	"Kastorilaya "	"MGV"	"n."	"OBJ.CONC"	"stimulation"
"1392"	"k"	"Kastorilayek "	"MGV"	"n."	"OBJ.CONC"	"stimulator"
"1393"	"k"	"Kasu "	"MGV"	"n."	"OBJ.CONC"	"equal (person)"
"1394"	"k"	"Katachik "	"MGV"	"adj."	"PROP.CONC"	"aggravated"
"1395"	"k"	"Katak "	"MGV"	"n."	"OBJ.CONC"	"placebo"
"1396"	"k"	"Katau "	"MGV"	"v."	"ACT.CONC"	"bring"
"1397"	"k"	"Katelau "	"MGV"	"v."	"ACT.CONC"	"mate"
"1398"	"k"	"Kath-vuk "	"anc."	"n."	"OBJ.CONC"	"syndrome"
"1399"	"k"	"Katra "	"MGV"	"n."	"OBJ.CONC"	"soul, spirit, essence"
"1400"	"k"	"Katravah-vel "	"MGV"	"n."	"OBJ.CONC"	"fellowship"
"1401"	"k"	"Katravahsu "	"MGV"	"n."	"OBJ.CONC"	"associate, fellow"
"1402"	"k"	"Katravek "	"MGV"	"n."	"OBJ.CONC"	"association"
"1403"	"k"	"Katrom "	"MGV"	"n."	"OBJ.CONC"	"current (elect. & water)"
"1404"	"k"	"Kau "	"MGV"	"n."	"OBJ.CONC"	"wisdom"
"1405"	"k"	"Kau-bosh "	"MGV"	"adj."	"PROP.CONC"	"wise"
"1406"	"k"	"Kau-leh "	"MGV"	"num."	"SELEC.MOD"	"fifty"
"1407"	"k"	"Kau-leh'rak, kau-lehr- "	"MGV"	"adj."	"PROP.CONC"	"fiftieth"
"1408"	"k"	"Kau-leh'veh "	"MGV"	"n."	"OBJ.CONC"	"fiftieth"
"1409"	"k"	"Kau-tor "	"MGV"	"v."	"ACT.CONC"	"grow or become wise"
"1410"	"k"	"Kauk "	"MGV"	"adj."	"PROP.CONC"	"even"
"1411"	"k"	"Kau|kuh| "	"MGV"	"num."	"SELEC.MOD"	"five"
"1412"	"k"	"Kaul-tukh "	"MGV"	"n."	"OBJ.CONC"	"vanadium"
"1413"	"k"	"Kaunshal-, Kaunshalik "	"MGV"	"adj."	"PROP.CONC"	"united"
"1414"	"k"	"Kaunshal-Teraya t'Ek'tralar"	"TGV/MGV"	"n."	"OBJ.CONC"	"United Federation of Planets"
"1415"	"k"	"Kaunshau "	"MGV"	"v."	"ACT.CONC"	"to unite"
"1416"	"k"	"Kaunshaya "	"MGV"	"n."	"OBJ.CONC"	"unity"
"1417"	"k"	"Ke"	"TGV"	"pron."	"OBJ.CONC"	"that, which, who (not a question word)"
"1418"	"k"	"Ke-ta-yatar"	"anc."	"n."	"OBJ.CONC"	"ancient fighting style designed to kill"
"1419"	"k"	"Ke-tarya"	"anc."	"n."	"OBJ.CONC"	"an ancient fighting style"
"1420"	"k"	"Kebi "	"MGV"	"n."	"OBJ.CONC"	"unit"
"1421"	"k"	"Kebitra "	"MGV"	"n."	"OBJ.CONC"	"facility"
"1422"	"k"	"Kef-, Kefik "	"MGV"	"adj."	"PROP.CONC"	"emergency"
"1423"	"k"	"Kef-dvelek "	"MGV"	"n."	"OBJ.CONC"	"emergency switch"
"1424"	"k"	"Kef-ferek "	"MGV"	"n."	"OBJ.CONC"	"emergency generator"
"1425"	"k"	"Kef-fisolekau-mal "	"MGV"	"n."	"OBJ.CONC"	"emergency landing leg"
"1426"	"k"	"Kef-ha'kiv-nenikaya "	"MGV"	"n."	"OBJ.CONC"	"emergency life support"
"1427"	"k"	"Kef-ifisek "	"MGV"	"n."	"OBJ.CONC"	"emergency transporter"
"1428"	"k"	"Kef-kipok "	"MGV"	"n."	"OBJ.CONC"	"emergency battery"
"1429"	"k"	"Kef-kluhvau-krau "	"MGV"	"n."	"OBJ.CONC"	"emergency flush vent"
"1430"	"k"	"Kef-rishan-tsorayek "	"MGV"	"n."	"OBJ.CONC"	"emergency survival compartment"
"1431"	"k"	"Kef-thro-svep "	"MGV"	"n."	"OBJ.CONC"	"emergency hatch"
"1432"	"k"	"Kef-tuhlau-vis "	"MGV"	"n."	"OBJ.CONC"	"emergency containment grid"
"1433"	"k"	"Kefik has-reh-bikuvsu "	"MGV"	"n."	"OBJ.CONC"	"emergency medical hologram (EMH)"
"1434"	"k"	"Kefik tehn-sesh-kwitek "	"MGV"	"n."	"OBJ.CONC"	"emergency anti-grav thruster"
"1435"	"k"	"Keh-leh "	"MGV"	"num."	"SELEC.MOD"	"forty"
"1436"	"k"	"Keh-leh'rak, keh-lehr- "	"MGV"	"adj."	"PROP.CONC"	"fortieth"
"1437"	"k"	"Keh-leh'veh "	"MGV"	"n."	"OBJ.CONC"	"fortieth"
"1438"	"k"	"Keh|kuh| "	"MGV"	"num."	"SELEC.MOD"	"four"
"1439"	"k"	"Kehr-, Keh'rak "	"MGV"	"adj."	"PROP.CONC"	"fourth"
"1440"	"k"	"Kei|-| "	"MGV"	"adj."	"PROP.CONC"	"fierce"
"1441"	"k"	"Keimen|-| "	"anc."	"adj."	"PROP.CONC"	"ferocious"
"1442"	"k"	"Kel "	"MGV"	"n."	"OBJ.CONC"	"building, structure"
"1443"	"k"	"Kelek "	"MGV"	"n."	"OBJ.CONC"	"house, dwelling"
"1444"	"k"	"Ken-tor "	"MGV"	"v."	"ACT.CONC"	"understand"
"1445"	"k"	"Kenel "	"MGV"	"n."	"OBJ.CONC"	"extinct horse-like Vulcan animal"
"1446"	"k"	"Kenelsu "	"MGV"	"n."	"OBJ.CONC"	"kenel-rider"
"1447"	"k"	"Kep "	"MGV"	"n."	"OBJ.CONC"	"gong"
"1448"	"k"	"Kerik "	"MGV"	"adj."	"PROP.CONC"	"worthy"
"1449"	"k"	"Kes "	"MGV"	"n."	"OBJ.CONC"	"arc"
"1450"	"k"	"Kesek "	"MGV"	"n."	"OBJ.CONC"	"arch"
"1451"	"k"	"Kesazh "	"MGV"	"n."	"OBJ.CONC"	"navel, umbilicus, belly button"
"1452"	"k"	"Keshtan "	"MGV"	"n."	"OBJ.CONC"	"birth"
"1453"	"k"	"Kesik "	"MGV"	"adj."	"PROP.CONC"	"likely (as in a likely story?)"
"1454"	"k"	"Ket'es "	"MGV"	"n."	"OBJ.CONC"	"integrity"
"1455"	"k"	"Kethelvau "	"MGV"	"v."	"ACT.CONC"	"describe"
"1456"	"k"	"Kethtra "	"MGV"	"n."	"OBJ.CONC"	"lore"
"1457"	"k"	"Ketilau "	"MGV"	"n."	"OBJ.CONC"	"lore"
"1458"	"k"	"Kevas "	"MGV"	"n."	"OBJ.CONC"	"medicinal Vulcan herb"
"1459"	"k"	"Kevetsu "	"MGV"	"n."	"OBJ.CONC"	"ambassador"
"1460"	"k"	"Kh'reitekh"	"NGS"	"n."	"OBJ.CONC"	"region in the northern hemisphere of Vulcan"
"1461"	"k"	"Kha'wal "	"MGV"	"n."	"OBJ.CONC"	"joke"
"1462"	"k"	"Khaf "	"MGV"	"n."	"OBJ.CONC"	"blood"
"1463"	"k"	"Khaf-kur "	"MGV"	"adj."	"PROP.CONC"	"a green color (lit. 'blood green')"
"1464"	"k"	"Khaf-spol "	"MGV"	"n."	"OBJ.CONC"	"heart"
"1465"	"k"	"Khaf-tukh "	"MGV"	"n."	"OBJ.CONC"	"copper"
"1466"	"k"	"Khar-, Kharik "	"MGV"	"adj."	"PROP.CONC"	"direct"
"1467"	"k"	"Khara"	"NGS"	"n."	"OBJ.CONC"	"Vulcan desert bush with edible pulp"
"1468"	"k"	"Kharat "	"MGV"	"n."	"OBJ.CONC"	"direction"
"1469"	"k"	"Kharlah "	"MGV"	"v."	"ACT.CONC"	"route"
"1470"	"k"	"Kharlahek "	"MGV"	"n."	"OBJ.CONC"	"router"
"1471"	"k"	"Khart-lan "	"MGV"	"n."	"OBJ.CONC"	"captain"
"1472"	"k"	"Khartau "	"MGV"	"n."	"OBJ.CONC"	"command, direct, manage"
"1473"	"k"	"Khat-, Khatik "	"MGV"	"adj."	"PROP.CONC"	"grave, serious"
"1474"	"k"	"Khau "	"MGV"	"v."	"ACT.CONC"	"rule"
"1475"	"k"	"Khav-kur "	"MGV"	"adj."	"PROP.CONC"	"brown"
"1476"	"k"	"Kheh "	"MGV"	"n."	"OBJ.CONC"	"a type of grain"
"1477"	"k"	"Khin "	"MGV"	"n."	"OBJ.CONC"	"fame"
"1478"	"k"	"Khinik "	"MGV"	"adj."	"PROP.CONC"	"famous"
"1479"	"k"	"Khlapau "	"MGV"	"v."	"ACT.CONC"	"knock"
"1480"	"k"	"Khlop-thon-, Khlop-thonik "	"MGV"	"adj."	"PROP.CONC"	"geometric"
"1481"	"k"	"Khlop-thon-sagan "	"MGV"	"n."	"OBJ.CONC"	"geometric distribution"
"1482"	"k"	"Khlop-thon-weizehl "	"MGV"	"n."	"OBJ.CONC"	"geometric series"
"1483"	"k"	"Khlop-thon-zehlanaya "	"MGV"	"n."	"OBJ.CONC"	"geometric sequence"
"1484"	"k"	"Khlop-thonik su'us-ek'tal "	"MGV"	"n."	"OBJ.CONC"	"geometry"
"1485"	"k"	"Khluhkau "	"MGV"	"v."	"ACT.CONC"	"choke"
"1486"	"k"	"Khlup "	"MGV"	"n."	"OBJ.CONC"	"gel, jelly"
"1487"	"k"	"Khoken "	"MGV"	"n."	"OBJ.CONC"	"entrance"
"1488"	"k"	"Khom "	"MGV"	"n."	"OBJ.CONC"	"front"
"1489"	"k"	"Khrasau "	"MGV"	"v."	"ACT.CONC"	"discharge"
"1490"	"k"	"Khrash "	"MGV"	"n."	"OBJ.CONC"	"violence"
"1491"	"k"	"Khrashik "	"MGV"	"n."	"OBJ.CONC"	"violent"
"1492"	"k"	"Khru "	"MGV"	"n."	"OBJ.CONC"	"evening"
"1493"	"k"	"Khru-yem "	"MGV"	"n."	"OBJ.CONC"	"supper"
"1494"	"k"	"Khu'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"south"
"1495"	"k"	"Khu'rak-, Khu'rakik "	"MGV"	"adj."	"PROP.CONC"	"southern"
"1496"	"k"	"Khu'raksu "	"MGV"	"n."	"OBJ.CONC"	"southerner"
"1497"	"k"	"Khu-she'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"southeast"
"1498"	"k"	"Khu-tev'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"southwest"
"1499"	"k"	"Khush "	"MGV"	"n."	"OBJ.CONC"	"crystal"
"1500"	"k"	"Ki' "	"MGV"	"v."	"ACT.CONC"	"have, has (participial)"
"1501"	"k"	"Ki'an "	"MGV"	"n."	"OBJ.CONC"	"nest"
"1502"	"k"	"Ki'haf "	"anc."	"n."	"OBJ.CONC"	"basket"
"1503"	"k"	"Ki-fah"	"anc."	"n."	"OBJ.CONC"	"lethal self-defense"
"1504"	"k"	"Kid "	"MGV"	"n."	"OBJ.CONC"	"feather, plume"
"1505"	"k"	"Kidtra "	"MGV"	"n."	"OBJ.CONC"	"plumage"
"1506"	"k"	"Kihsev "	"MGV"	"n."	"OBJ.CONC"	"pendant"
"1507"	"k"	"Kihsh-kur "	"MGV"	"adj."	"PROP.CONC"	"lilac, mauve"
"1508"	"k"	"Kiht "	"MGV"	"n."	"OBJ.CONC"	"code"
"1509"	"k"	"Kiit "	"MGV"	"n."	"OBJ.CONC"	"fury"
"1510"	"k"	"Kik "	"MGV"	"n."	"OBJ.CONC"	"hook"
"1511"	"k"	"Kil "	"MGV"	"n."	"OBJ.CONC"	"spark"
"1512"	"k"	"Kil-tor "	"MGV"	"v."	"ACT.CONC"	"spark"
"1513"	"k"	"Kil-tukh "	"MGV"	"n."	"OBJ.CONC"	"flint"
"1514"	"k"	"Kilko|-srashiv| "	"MGV"	"n."	"OBJ.CONC"	"answer"
"1515"	"k"	"Kilko-tor "	"MGV"	"v."	"ACT.CONC"	"answer"
"1516"	"k"	"Kim-, Kim-shah "	"MGV"	"adj."	"SELEC.MOD"	"final, last"
"1517"	"k"	"Kim-tor "	"MGV"	"v."	"ACT.CONC"	"finalize"
"1518"	"k"	"Kimsu "	"MGV"	"n."	"OBJ.CONC"	"finalist"
"1519"	"k"	"Kin-kur "	"MGV"	"adj."	"PROP.CONC"	"yellow, golden"
"1520"	"k"	"Kin-tukh "	"MGV"	"n."	"OBJ.CONC"	"gold"
"1521"	"k"	"Kinuf "	"MGV"	"n."	"OBJ.CONC"	"date"
"1522"	"k"	"Kipof "	"MGV"	"n."	"OBJ.CONC"	"battery, accumulator"
"1523"	"k"	"Kir'Shara"	"anc."	"n."	"OBJ.CONC"	"the ancient repository of Surak's writings"
"1524"	"k"	"Kis-ka "	"MGV"	"adj."	"PROP.CONC"	"jealous"
"1525"	"k"	"Kisev "	"MGV"	"n."	"OBJ.CONC"	"document"
"1526"	"k"	"Kisheya "	"MGV"	"n."	"OBJ.CONC"	"accident"
"1527"	"k"	"Kisu "	"MGV"	"n."	"OBJ.CONC"	"member"
"1528"	"k"	"Kitak "	"MGV"	"n."	"OBJ.CONC"	"pen (writing)"
"1529"	"k"	"Kitau "	"MGV"	"v."	"ACT.CONC"	"write"
"1530"	"k"	"Kitausu "	"MGV"	"n."	"OBJ.CONC"	"author, scribe, writer"
