index	FRST_LETTER	vulcan	pronunciation	variety	pos	croftian_crossling_concepts	fse	misc
1283	k	K'mag	NA	TGV	adj.	PROP.CONC	thirsty	food
1284	k	K'oh-nar	NA	anc.	n.	OBJ.CONC	fear of being completely exposed in a vulnerable situation	Vulcan-specific term
1285	k	K'puu 	- '	MGV	adv.	DEG.MOD	at least	
1286	k	K'shatri 	- '-	anc.	adj.	PROP.CONC	foreign	
1287	k	K'torr 	- 'R 	anc.	adj.	PROP.CONC	completely lacking something	
1288	k	K'wuhli 	- '-, - '- 	MGV	prep.	SITU.MOD	apart, separate (from)	
1289	k	K'zung	NA	TGV	adj.	PROP.CONC	tired, fatigued	
1290	k	Ka 	NA	MGV	adv.	ACT.CONC.MOD	same, equally	
1291	k	Ka'a 	- '	MGV	adj.	PROP.CONC	as, like, similar to, akin to	
1292	k	Ka'athaira 	NA	MGV	n.	OBJ.CONC	'ka'athyra', a Vulcan musical instrument	Vulcan-specific term
1293	k	Ka'es 	NA	MGV	n.	OBJ.CONC	equality	
1294	k	Ka'yed 	- '	anc.	n.	OBJ.CONC	axiom	
1295	k	Ka-, Kaik 	NA	MGV	adj.	PROP.CONC	same, equal	
1296	k	Ka-gad 	NA	MGV	n.	OBJ.CONC	equinox	
1297	k	Ka-ir-, Ka-irik 	NA	MGV	adj.	PROP.CONC	equidistant	
1298	k	Ka-ni-fur	NA	NGS	n.	OBJ.CONC	'ka-nifur', first ritual of maturity	Vulcan-specific term
1299	k	Ka-reh-vla 	NA	MGV	n.	OBJ.CONC	equilateral triangle	math.
1300	k	Ka-shal-salehm 	NA	MGV	n.	OBJ.CONC	equal-area projection	
1301	k	Ka-ta-pak	NA	NGS	n.	OBJ.CONC	'The Inner Chorus', understanding of one's emotions as manifestations of the gods	Vulcan-specific term
1302	k	Ka-tala'es 	NA	MGV	n.	OBJ.CONC	equivalence	
1303	k	Ka-tala-, Ka-talupik 	NA	MGV	adj.	PROP.CONC	equivalent	
1304	k	Kad 	NA	MGV	n.	OBJ.CONC	bump	
1305	k	Kafeh 	NA	MGV	n.	OBJ.CONC	slave, bonded servant	
1306	k	Kafunik 	NA	MGV	adj.	PROP.CONC	random	
1307	k	Kahai 	NA	MGV	v.	ACT.CONC	flash	
1308	k	Kahai-sfek 	NA	MGV	n.	OBJ.CONC	flash point	
1309	k	Kahat 	- '	MGV	n.	OBJ.CONC	flash	
1310	k	Kahatek 	NA	MGV	n.	OBJ.CONC	flasher	device
1311	k	Kahkrus 	 '' -, '- 	MGV	n.	OBJ.CONC	district	
1312	k	Kahkwa 	' - ',- 	obs.	adj.	PROP.CONC	alike, similar	
1313	k	Kahla 	 '' -, '- 	MGV	n.	OBJ.CONC	inertia	
1314	k	Kahm 	NA	MGV	n.	OBJ.CONC	flesh, meat	food
1315	k	Kahm-yokulsu, Kahm-yokulfa 	NA	MGV	n.	OBJ.CONC	carnivore, meat-eater	food
1316	k	Kahn-tor 	NA	MGV	v.	ACT.CONC	boil	
1317	k	Kahnek 	NA	MGV	n.	OBJ.CONC	boiler	
1318	k	Kahr 	NA	MGV	n.	OBJ.CONC	city, town	
1319	k	Kahr-lan 	NA	MGV	n.	OBJ.CONC	general (officer)	
1320	k	Kahs-hir	NA	anc.	n.	OBJ.CONC	an ornamental dark stone, usually black	Vulcan-specific term
1321	k	Kahs-wan	NA	anc.	n.	OBJ.CONC	Vulcan coming-of-age survival test	Vulcan-specific term
1322	k	Kaht 	NA	MGV	n.	OBJ.CONC	"garnet; cat"	
1323	k	Kai 	NA	MGV	n.	OBJ.CONC	step, stage (in a process)	
1324	k	Kai'tan 	- '	anc.	n.	OBJ.CONC	pain and muscle control	
1325	k	Kai-ros 	 '-	MGV	n.	OBJ.CONC	children's game similar to hopscotch	
1326	k	Kaiden 	 '-	MGV	n.	OBJ.CONC	stairs, staircase, steps	
1327	k	Kaiidth 	- '	NGS	n.	OBJ.CONC	'What is, is'	
1328	k	Kaisu 	 '-	MGV	n.	OBJ.CONC	sibling	family
1329	k	Kak 	NA	MGV	n.	OBJ.CONC	jar	
1330	k	Kakhartau 	NA	MGV	v.	ACT.CONC	guide	
1331	k	Kal-ap-ton	NA	NGS	n.	OBJ.CONC	ancient personification of grief	Vulcan-specific term
1332	k	Kal-Rekk	NA	NGS	n.	OBJ.CONC	Vulcan holiday of atonement and silence	Vulcan-specific term
1333	k	Kal-toh 	- ', - '	NGS	n.	OBJ.CONC	a Vulcan logic puzzle (game with 1 - 2 players)	Vulcan-specific term
1334	k	Kal-tor 	- '	MGV	v.	ACT.CONC	allow, let	
1335	k	Kala 	NA	MGV	n.	OBJ.CONC	thorny plant often used for hedges	Vulcan-specific term
1336	k	Kali-tor 	NA	MGV	v.	ACT.CONC	challenge	
1337	k	Kaluk 	NA	MGV	n.	OBJ.CONC	ear	anat.
1338	k	Kaluk-ek'zerut 	NA	MGV	n.	OBJ.CONC	earring	
1339	k	Kaluk-kusut 	NA	MGV	n.	OBJ.CONC	earache	
1340	k	Kaluk-ralashek 	NA	MGV	n.	OBJ.CONC	earphone	
1341	k	Kaluk-vel 	NA	MGV	n.	OBJ.CONC	earpiece	
1342	k	Kam-nat 	- '	anc.	n.	OBJ.CONC	treason	
1343	k	Kambus 	 '-	MGV	n.	OBJ.CONC	shingle	
1344	k	Kamu 	 '-	MGV	n.	OBJ.CONC	roof	
1345	k	Kan 	NA	MGV	n.	OBJ.CONC	child	family
1346	k	Kan-palutunausu 	NA	MGV	n.	OBJ.CONC	nanny	family
1347	k	Kan-sorn	NA	NGS	n.	OBJ.CONC	a very deep, self-induced, defensive trance	Vulcan-specific term
1348	k	Kanok 	- '	MGV	adj.	SELEC.MOD	every	
1349	k	Kanok-veh 	NA	MGV	pron.	OBJ.CONC	everyone, everybody	
1350	k	Kanok-vel 	NA	MGV	pron.	OBJ.CONC	everything	
1351	k	Kanok-wilat 	NA	MGV	prep.	SITU.MOD	everyplace, everywhere	
1352	k	Kap 	NA	MGV	n.	OBJ.CONC	bread	
1353	k	Kapiratau 	NA	MGV	v.	ACT.CONC	discard, throw away, cast away	
1354	k	Kapol 	- '	MGV	n.	OBJ.CONC	filter	
1355	k	Kapol-dun 	NA	MGV	n.	OBJ.CONC	filter paper	
1356	k	Kapol-lantra 	NA	MGV	n.	OBJ.CONC	filter bed	
1357	k	Kapol-nafek 	NA	MGV	n.	OBJ.CONC	kidney	anat.
1358	k	Kapol-tor 	NA	MGV	v.	ACT.CONC	filter	
1359	k	Kapol-toran 	NA	MGV	n.	OBJ.CONC	filtration	
1360	k	Kapol-yokulek 	NA	MGV	n.	OBJ.CONC	filter feeder	
1361	k	Kapralau 	NA	MGV	v.	ACT.CONC	fluctuate	
1362	k	Kapralaya 	NA	MGV	n.	OBJ.CONC	fluctuation	
1363	k	Kar 	NA	MGV	n.	OBJ.CONC	arm	anat.
1364	k	Kar-an-zhi	NA	NGS	n.	OBJ.CONC	'ka-ranji', a tall cactus-like Vulcan plant	Vulcan-specific term
1365	k	Kar-nef 	NA	MGV	n.	OBJ.CONC	elbow	anat.
1366	k	Kar-nik 	NA	MGV	n.	OBJ.CONC	wrist	anat.
1367	k	Karf 	NA	MGV	n.	OBJ.CONC	fragment	
1368	k	Karik 	NA	MGV	adj.	PROP.CONC	strong	
1369	k	Karil 	- '	NGS	n.	OBJ.CONC	'Kareel', Winter (season)	
1370	k	Kas'el|-| 	NA	MGV	adj.	PROP.CONC	lazy	
1371	k	Kas-elakh 	NA	MGV	n.	OBJ.CONC	vine, tendril	
1372	k	Kasa 	NA	MGV	n.	OBJ.CONC	a blue-green Vulcan fruit	Vulcan-specific term
1373	k	Kash-naf 	NA	MGV	n.	OBJ.CONC	mind-link, mind-meld	
1374	k	Kash-ral 	NA	MGV	n.	OBJ.CONC	sense	
1375	k	Kash-tok 	NA	MGV	adj.	PROP.CONC	intelligent	
1376	k	Kash-tor 	NA	MGV	v.	ACT.CONC	sense	
1377	k	Kashan 	NA	MGV	n.	OBJ.CONC	sensation	
1378	k	Kashek 	- '	MGV	n.	OBJ.CONC	(the) mind	
1379	k	Kashkau 	- '	MGV	n.	OBJ.CONC	minds (e.g., in melding, etc.)	
1380	k	Kashovau 	NA	MGV	v.	ACT.CONC	sensitize	
1381	k	Kastik 	 '-	MGV	n.	OBJ.CONC	plant	
1382	k	Kastik-goh-yokulsu 	NA	MGV	n.	OBJ.CONC	vegetarian	
1383	k	Kastik-sokasitausu 	NA	MGV	n.	OBJ.CONC	plant cultivator	
1384	k	Kastik-yokulfa 	NA	MGV	n.	OBJ.CONC	herbivore	
1385	k	Kastoral-, Kastoralik 	NA	MGV	adj.	PROP.CONC	encouraged	
1386	k	Kastorau 	NA	MGV	v.	ACT.CONC	encourage	
1387	k	Kastoraya 	NA	MGV	n.	OBJ.CONC	encouragement	
1388	k	Kastorilak 	NA	MGV	n.	OBJ.CONC	stimulant	
1389	k	Kastorilal-, Kastorilalik 	NA	MGV	adj.	PROP.CONC	stimulated	
1390	k	Kastorilau 	NA	MGV	v.	ACT.CONC	stimulate	
1391	k	Kastorilaya 	NA	MGV	n.	OBJ.CONC	stimulation	
1392	k	Kastorilayek 	NA	MGV	n.	OBJ.CONC	stimulator	device
1393	k	Kasu 	 '-	MGV	n.	OBJ.CONC	equal (person)	
1394	k	Katachik 	- '-	MGV	adj.	PROP.CONC	aggravated	
1395	k	Katak 	 '-	MGV	n.	OBJ.CONC	placebo	med.
1396	k	Katau 	- '	MGV	v.	ACT.CONC	bring	
1397	k	Katelau 	NA	MGV	v.	ACT.CONC	mate	
1398	k	Kath-vuk 	- '	anc.	n.	OBJ.CONC	syndrome	
1399	k	Katra 	 '-	MGV	n.	OBJ.CONC	soul, spirit, essence	
1400	k	Katravah-vel 	NA	MGV	n.	OBJ.CONC	fellowship	
1401	k	Katravahsu 	NA	MGV	n.	OBJ.CONC	associate, fellow	
1402	k	Katravek 	- '-	MGV	n.	OBJ.CONC	association	
1403	k	Katrom 	- '	MGV	n.	OBJ.CONC	current (elect. & water)	
1404	k	Kau 	NA	MGV	n.	OBJ.CONC	wisdom	
1405	k	Kau-bosh 	NA	MGV	adj.	PROP.CONC	wise	
1406	k	Kau-leh 	NA	MGV	num.	SELEC.MOD	fifty	
1407	k	Kau-leh'rak, kau-lehr- 	NA	MGV	adj.	PROP.CONC	fiftieth	
1408	k	Kau-leh'veh 	NA	MGV	n.	OBJ.CONC	fiftieth	
1409	k	Kau-tor 	NA	MGV	v.	ACT.CONC	grow or become wise	
1410	k	Kauk 	NA	MGV	adj.	PROP.CONC	even	
1411	k	Kau|kuh| 	NA	MGV	num.	SELEC.MOD	five	
1412	k	Kaul-tukh 	NA	MGV	n.	OBJ.CONC	vanadium	
1413	k	Kaunshal-, Kaunshalik 	NA	MGV	adj.	PROP.CONC	united	
1414	k	Kaunshal-Teraya t'Ek'tralar	NA	TGV	n.	OBJ.CONC	United Federation of Planets	Star Trek-specific term
1415	k	Kaunshal-Teraya t'Ek'tralar	NA	MGV	n.	OBJ.CONC	United Federation of Planets	Star Trek-specific term
1416	k	Kaunshau 	NA	MGV	v.	ACT.CONC	to unite	
1417	k	Kaunshaya 	NA	MGV	n.	OBJ.CONC	unity	
1418	k	Ke	NA	TGV	pron.	OBJ.CONC	that, which, who (not a question word)	
1419	k	Ke-ta-yatar	NA	anc.	n.	OBJ.CONC	ancient fighting style designed to kill	Vulcan-specific term
1420	k	Ke-tarya	NA	anc.	n.	OBJ.CONC	an ancient fighting style	Vulcan-specific term
1421	k	Kebi 	- '	MGV	n.	OBJ.CONC	unit	
1422	k	Kebitra 	NA	MGV	n.	OBJ.CONC	facility	
1423	k	Kef-, Kefik 	NA	MGV	adj.	PROP.CONC	emergency	
1424	k	Kef-dvelek 	NA	MGV	n.	OBJ.CONC	emergency switch	
1425	k	Kef-ferek 	NA	MGV	n.	OBJ.CONC	emergency generator	
1426	k	Kef-fisolekau-mal 	NA	MGV	n.	OBJ.CONC	emergency landing leg	
1427	k	Kef-ha'kiv-nenikaya 	NA	MGV	n.	OBJ.CONC	emergency life support	
1428	k	Kef-ifisek 	NA	MGV	n.	OBJ.CONC	emergency transporter	Star Trek-specific term
1429	k	Kef-kipok 	NA	MGV	n.	OBJ.CONC	emergency battery	
1430	k	Kef-kluhvau-krau 	NA	MGV	n.	OBJ.CONC	emergency flush vent	
1431	k	Kef-rishan-tsorayek 	NA	MGV	n.	OBJ.CONC	emergency survival compartment	
1432	k	Kef-thro-svep 	NA	MGV	n.	OBJ.CONC	emergency hatch	
1433	k	Kef-tuhlau-vis 	NA	MGV	n.	OBJ.CONC	emergency containment grid	
1434	k	Kefik has-reh-bikuvsu 	NA	MGV	n.	OBJ.CONC	emergency medical hologram (EMH)	Star Trek-specific term
1435	k	Kefik tehn-sesh-kwitek 	NA	MGV	n.	OBJ.CONC	emergency anti-grav thruster	Star Trek-specific term
1436	k	Keh-leh 	NA	MGV	num.	SELEC.MOD	forty	
1437	k	Keh-leh'rak, keh-lehr- 	NA	MGV	adj.	PROP.CONC	fortieth	
1438	k	Keh-leh'veh 	NA	MGV	n.	OBJ.CONC	fortieth	
1439	k	Keh|kuh| 	NA	MGV	num.	SELEC.MOD	four	
1440	k	Kehr-, Keh'rak 	NA	MGV	adj.	PROP.CONC	fourth	
1441	k	Kei|-| 	NA	MGV	adj.	PROP.CONC	fierce	
1442	k	Keimen|-| 	 '-	anc.	adj.	PROP.CONC	ferocious	
1443	k	Kel 	NA	MGV	n.	OBJ.CONC	building, structure	
1444	k	Kelek 	 '-	MGV	n.	OBJ.CONC	house, dwelling	
1445	k	Ken-tor 	NA	MGV	v.	ACT.CONC	understand	
1446	k	Kenel 	- ', '-	MGV	n.	OBJ.CONC	extinct horse-like Vulcan animal	Vulcan-specific term
1447	k	Kenelsu 	NA	MGV	n.	OBJ.CONC	kenel-rider	Vulcan-specific term
1448	k	Kep 	NA	MGV	n.	OBJ.CONC	gong	
1449	k	Kerik 	 '-	MGV	adj.	PROP.CONC	worthy	
1450	k	Kes 	NA	MGV	n.	OBJ.CONC	arc	
1451	k	Kesek 	 '-	MGV	n.	OBJ.CONC	arch	
1452	k	Kesazh 	- '	MGV	n.	OBJ.CONC	navel, umbilicus, belly button	anat.
1453	k	Keshtan 	- '	MGV	n.	OBJ.CONC	birth	
1454	k	Kesik 	 '-	MGV	adj.	PROP.CONC	likely (as in a likely story?)	
1455	k	Ket'es 	NA	MGV	n.	OBJ.CONC	integrity	
1456	k	Kethelvau 		MGV	v.	ACT.CONC	describe	
1457	k	Kethtra 	 '-	MGV	n.	OBJ.CONC	lore	
1458	k	Ketilau 		MGV	n.	OBJ.CONC	lore	
1459	k	Kevas 	NA	MGV	n.	OBJ.CONC	medicinal Vulcan herb	Vulcan-specific term
1460	k	Kevetsu 	- '-	MGV	n.	OBJ.CONC	ambassador	
1461	k	Kh'reitekh	NA	NGS	n.	OBJ.CONC	region in the northern hemisphere of Vulcan	Vulcan-specific term
1462	k	Kha'wal 	 '-	MGV	n.	OBJ.CONC	joke	
1463	k	Khaf 	NA	MGV	n.	OBJ.CONC	blood	
1464	k	Khaf-kur 	NA	MGV	adj.	PROP.CONC	a green color (lit. 'blood green')	color
1465	k	Khaf-spol 	NA	MGV	n.	OBJ.CONC	heart	anat.
1466	k	Khaf-tukh 	NA	MGV	n.	OBJ.CONC	copper	
1467	k	Khar-, Kharik 	NA	MGV	adj.	PROP.CONC	direct	
1468	k	Khara	NA	NGS	n.	OBJ.CONC	Vulcan desert bush with edible pulp	Vulcan-specific term
1469	k	Kharat 	- '	MGV	n.	OBJ.CONC	direction	
1470	k	Kharlah 	NA	MGV	v.	ACT.CONC	route	
1471	k	Kharlahek 	NA	MGV	n.	OBJ.CONC	router	electr.
1472	k	Khart-lan 	 '-	MGV	n.	OBJ.CONC	captain	navy/Starfleet
1473	k	Khartau 	- '	MGV	n.	OBJ.CONC	command, direct, manage	
1474	k	Khat-, Khatik 	NA	MGV	adj.	PROP.CONC	grave, serious	
1475	k	Khau 	NA	MGV	v.	ACT.CONC	rule	
1476	k	Khav-kur 	 '-	MGV	adj.	PROP.CONC	brown	color
1477	k	Kheh 	_	MGV	n.	OBJ.CONC	a type of grain	Vulcan-specific term
1478	k	Khin 	NA	MGV	n.	OBJ.CONC	fame	
1479	k	Khinik 	 '-	MGV	adj.	PROP.CONC	famous	
1480	k	Khlapau 	- '	MGV	v.	ACT.CONC	knock	
1481	k	Khlop-thon-, Khlop-thonik 	NA	MGV	adj.	PROP.CONC	geometric	
1482	k	Khlop-thon-sagan 	NA	MGV	n.	OBJ.CONC	geometric distribution	
1483	k	Khlop-thon-weizehl 	NA	MGV	n.	OBJ.CONC	geometric series	
1484	k	Khlop-thon-zehlanaya 	NA	MGV	n.	OBJ.CONC	geometric sequence	
1485	k	Khlop-thonik su'us-ek'tal 	NA	MGV	n.	OBJ.CONC	geometry	study
1486	k	Khluhkau 	- ',- 	MGV	v.	ACT.CONC	choke	
1487	k	Khlup 	NA	MGV	n.	OBJ.CONC	gel, jelly	
1488	k	Khoken 	 '-	MGV	n.	OBJ.CONC	entrance	
1489	k	Khom 	NA	MGV	n.	OBJ.CONC	front	
1490	k	Khrasau 	- '	MGV	v.	ACT.CONC	discharge	
1491	k	Khrash 	NA	MGV	n.	OBJ.CONC	violence	
1492	k	Khrashik 	 '-	MGV	n.	OBJ.CONC	violent	
1493	k	Khru 	NA	MGV	n.	OBJ.CONC	evening	
1494	k	Khru-yem 	NA	MGV	n.	OBJ.CONC	supper	
1495	k	Khu'rak 	 '-	MGV	n.	OBJ.CONC.MOD	south	direction
1496	k	Khu'rak-, Khu'rakik 	NA	MGV	adj.	PROP.CONC	southern	
1497	k	Khu'raksu 	NA	MGV	n.	OBJ.CONC	southerner	
1498	k	Khu-she'rak 	NA	MGV	n.	OBJ.CONC.MOD	southeast	direction
1499	k	Khu-tev'rak 	NA	MGV	n.	OBJ.CONC.MOD	southwest	direction
1500	k	Khush 	NA	MGV	n.	OBJ.CONC	crystal	
1501	k	Ki' 	NA	MGV	v.	ACT.CONC	have, has (participial)	
1502	k	Ki'an 	- '	MGV	n.	OBJ.CONC	nest	
1503	k	Ki'haf 	- '	anc.	n.	OBJ.CONC	basket	
1504	k	Ki-fah	NA	anc.	n.	OBJ.CONC	lethal self-defense	Vulcan-specific term
1505	k	Kid 	NA	MGV	n.	OBJ.CONC	feather, plume	
1506	k	Kidtra 	 '-	MGV	n.	OBJ.CONC	plumage	
1507	k	Kihsev 	NA	MGV	n.	OBJ.CONC	pendant	
1508	k	Kihsh-kur 	NA	MGV	adj.	PROP.CONC	lilac, mauve	color
1509	k	Kiht 	NA	MGV	n.	OBJ.CONC	code	
1510	k	Kiit 		MGV	n.	OBJ.CONC	fury	
1511	k	Kik 	NA	MGV	n.	OBJ.CONC	hook	
1512	k	Kil 	NA	MGV	n.	OBJ.CONC	spark	
1513	k	Kil-tor 	- '	MGV	v.	ACT.CONC	spark	
1514	k	Kil-tukh 	 '-	MGV	n.	OBJ.CONC	flint	
1515	k	Kilko|-srashiv| 	NA	MGV	n.	OBJ.CONC	answer	
1516	k	Kilko-tor 	NA	MGV	v.	ACT.CONC	answer	
1517	k	Kim-, Kim-shah 	NA	MGV	adj.	SELEC.MOD	final, last	
1518	k	Kim-tor 	NA	MGV	v.	ACT.CONC	finalize	
1519	k	Kimsu 	NA	MGV	n.	OBJ.CONC	finalist	
1520	k	Kin-kur 	NA	MGV	adj.	PROP.CONC	yellow, golden	color
1521	k	Kin-tukh 	 '-	MGV	n.	OBJ.CONC	gold	
1522	k	Kinuf 	- '	MGV	n.	OBJ.CONC	date	
1523	k	Kipof 	- '	MGV	n.	OBJ.CONC	battery, accumulator	
1524	k	Kir'Shara	NA	anc.	n.	OBJ.CONC	the ancient repository of Surak's writings	Vulcan-specific term
1525	k	Kis-ka 	NA	MGV	adj.	PROP.CONC	jealous	
1526	k	Kisev 	NA	MGV	n.	OBJ.CONC	document	
1527	k	Kisheya 	- '-	MGV	n.	OBJ.CONC	accident	
1528	k	Kisu 	NA	MGV	n.	OBJ.CONC	member	
1529	k	Kitak 	NA	MGV	n.	OBJ.CONC	pen (writing)	
1530	k	Kitau 	- '	MGV	v.	ACT.CONC	write	
1531	k	Kitausu 	NA	MGV	n.	OBJ.CONC	author, scribe, writer	
1532	k	Kitek 	 '-	MGV	n.	OBJ.CONC	dirt, silt	
1533	k	Kithara	NA	NGS	n.	OBJ.CONC	'keethara', a type of block art	Vulcan-specific term
1534	k	Kitok-wilat 	- ' - '	MGV	prep.	SITU.MOD	elsewhere	
1535	k	Kitork|-| 	 '-	MGV	adj.	PROP.CONC	dirty	
1536	k	Kla-hil-tor 	NA	MGV	v.	ACT.CONC	research	
1537	k	Kla-hilsu 	NA	MGV	n.	OBJ.CONC	researcher	
1538	k	Kla-min 	NA	MGV	n.	OBJ.CONC	fact	
1539	k	Klai 	NA	MGV	n.	OBJ.CONC	factor	
1540	k	Klash 	NA	MGV	n.	OBJ.CONC	guard (protective item)	
1541	k	Klashau 	NA	MGV	v.	ACT.CONC	guard	
1542	k	Klashausu 	NA	MGV	n.	OBJ.CONC	guard (person)	
1543	k	Klau 	NA	MGV	v.	ACT.CONC	harm	
1544	k	Klaya 	 '-	MGV	n.	OBJ.CONC	harm	
1545	k	Klehp 	NA	MGV	n.	OBJ.CONC	fjord	
1546	k	Klem 	NA	MGV	n.	OBJ.CONC	gratitude, thankfulness	
1547	k	Klem-bosh 	NA	MGV	adj.	PROP.CONC	grateful	
1548	k	Klepovau 	NA	MGV	v.	ACT.CONC	shop	
1549	k	Kli 	NA	MGV	n.	OBJ.CONC	dart	
1550	k	Klimtau 	- '	MGV	v.	ACT.CONC	melt	
1551	k	Kling 	NA	MGV	prep.	SELEC.MOD	no-one, nobody, not one person	
1552	k	Kliton 	- '	MGV	n.	OBJ.CONC	arrow	
1553	k	Klomak 	 '-	anc.	n.	OBJ.CONC	fortress	
1554	k	Klon|-| 	NA	MGV	adj.	PROP.CONC	smart	
1555	k	Klopau 	NA	MGV	v.	ACT.CONC	describe	
1556	k	Klosha 	- '	MGV	v.	ACT.CONC	behave	
1557	k	Kloshai 	- '	MGV	n.	OBJ.CONC	behavior	
1558	k	Klotau 	- '	MGV	v.	ACT.CONC	block	
1559	k	Klotaya 	NA	MGV	n.	OBJ.CONC	blockage	
1560	k	Kluchi 	- '	MGV	v.	ACT.CONC	object	
1561	k	Kluf 	NA	MGV	n.	OBJ.CONC	boot	
1562	k	Klunyau 	NA	MGV	v.	ACT.CONC	ram	
1563	k	Knuk|-| 	NA	MGV	adj.	PROP.CONC	lousy	
1564	k	Ko-, Koyik 	NA	MGV	adj.	PROP.CONC	female	
1565	k	Ko-eik-te'krusu 	NA	MGV	n.	OBJ.CONC	empress	
1566	k	Ko-fu 	 '-	MGV	n.	OBJ.CONC	daughter	family
1567	k	Ko-ka-ashausu 	NA	MGV	n.	OBJ.CONC	lesbian	
1568	k	Ko-kai 	 '-	MGV	n.	OBJ.CONC	sister	family
1569	k	Ko-kan 	 '-	MGV	n.	OBJ.CONC	girl	family
1570	k	Ko-kelek-han 	NA	MGV	n.	OBJ.CONC	prioress	
1571	k	Ko-kuk 	 '-	MGV	n.	OBJ.CONC	aunt	family
1572	k	Ko-mekh 	 '-	MGV	n.	OBJ.CONC	mother	family
1573	k	Ko-niht 	 '-	MGV	n.	OBJ.CONC	female cousin	family
1574	k	Ko-Te'kor 	NA	MGV	n.	OBJ.CONC	Queen (only in a title or with a proper name)	
1575	k	Ko-te'krusu 	NA	MGV	n.	OBJ.CONC	queen (general term)	
1576	k	Ko-telsu 	NA	MGV	n.	OBJ.CONC	wife	family
1577	k	Kobat|-| 	- '	MGV	adj.	PROP.CONC	weak	
1578	k	Kobsu 	 '-	MGV	n.	OBJ.CONC	dwarf	
1579	k	Kodonuhk 	NA	MGV	adj.	PROP.CONC	expensive	
1580	k	Kogav'es 	NA	MGV	n.	OBJ.CONC	femininity	
1581	k	Kogav-, Kogavik 	NA	MGV	adj.	PROP.CONC	feminine	
1582	k	Kohl 	_,	anc.	n.	OBJ.CONC	emotion-purging mind-exercise	Vulcan-specific term
1583	k	Kohl-tor 	_- ',- 	MGV	v.	ACT.CONC	meditate (Vulcan-style)	meditaton
1584	k	Kohs'es 	NA	MGV	n.	OBJ.CONC	sanity	
1585	k	Kohs-, Kohsik 	NA	MGV	adj.	PROP.CONC	sane	
1586	k	Kohv-tukh 	NA	MGV	n.	OBJ.CONC	quartz	
1587	k	Kol 	NA	MGV	n.	OBJ.CONC	stew	
1588	k	Kol-uchang	NA	NGS	n.	OBJ.CONC	the principle of IDIC, literally 'the cornerstone of our beliefs'	Vulcan-specific term
1589	k	Kolaya 	- '-	MGV	n.	OBJ.CONC	shock	med.
1590	k	Kolchak 	- '	MGV	n.	OBJ.CONC	flute, piccolo, fife	
1591	k	Kolinahr 	 ', - '', - '	anc.	n.	OBJ.CONC	highest adult state of mental discipline	Vulcan-specific term
1592	k	Komak 	 '-	MGV	n.	OBJ.CONC	genus	
1593	k	Komihn|-| 	 '-	MGV	adj.	PROP.CONC	human	
1594	k	Kon 	NA	MGV	n.	OBJ.CONC	worship	
1595	k	Kon-tor 	NA	MGV	v.	ACT.CONC	worship	
1596	k	Konahr	NA	NGS	n.	OBJ.CONC	the feeling of being exposed	
1597	k	Kopal 	NA	MGV	n.	OBJ.CONC	jacket (clothing)	
1598	k	Korsau 	NA	MGV	v.	ACT.CONC	save, preserve, conserve	
1599	k	Korseivel 	- '-	MGV	v.	ACT.CONC	save (by means of)	
1600	k	Korsovau 	 '	MGV	v.	ACT.CONC	to be saved spiritually	
1601	k	Koshvar 	- '	MGV	n.	OBJ.CONC	disaster	
1602	k	Koshtri 	- '	MGV	n.	OBJ.CONC	race, species	
1603	k	Kosu 	NA	MGV	n.	OBJ.CONC	female, woman	
1604	k	Kosu-has-tal 	NA	MGV	n.	OBJ.CONC	gynecology	study
1605	k	Kosu-hassu 	NA	MGV	n.	OBJ.CONC	gynecologist	
1606	k	Kov 	NA	MGV	n.	OBJ.CONC	rock, stone (as an individual object)	
1607	k	Kov-skramsu 	NA	MGV	n.	OBJ.CONC	stonecarver	
1608	k	Kov-tor 	NA	MGV	v.	ACT.CONC	stone, throw rocks at	
1609	k	Kov-tukh 	NA	MGV	n.	OBJ.CONC	rock, stone (as a material)	
1610	k	Kovau 	NA	MGV	v.	ACT.CONC	turn to stone, fossilize, petrify	
1611	k	Kozauk 	NA	MGV	adj.	PROP.CONC	specific	
1612	k	Kra-tukh 	NA	MGV	n.	OBJ.CONC	antimony	
1613	k	Kraffaya 	NA	MGV	n.	OBJ.CONC	abort	rocketry
1614	k	Krahkra	NA	anc.	interj.	interjection	'It is nothing'	
1615	k	Krahl 	NA	MGV	n.	OBJ.CONC	pressure point	
1616	k	Kraisek 	 '-	MGV	n.	OBJ.CONC	cage	
1617	k	Krani 	 '-	MGV	n.	OBJ.CONC	window	
1618	k	Kras 	NA	MGV	n.	OBJ.CONC	paint	
1619	k	Kras-tor 	NA	MGV	v.	ACT.CONC	paint	
1620	k	Krassu 	 '-	MGV	n.	OBJ.CONC	painter	
1621	k	Krau 	NA	MGV	n.	OBJ.CONC	vent	
1622	k	Kravau 	NA	MGV	v.	ACT.CONC	cheat	
1623	k	Kreila 	 '-	MGV	n.	OBJ.CONC	'kreyla', a flat bread-like food	Vulcan-specific term
1624	k	Krein 	NA	MGV	n.	OBJ.CONC	canopy	aero.
1625	k	Krelsh	NA	anc.	n.	OBJ.CONC	witch	myth.
1626	k	Krenath 	- '	MGV	n.	OBJ.CONC	'shamed one', half-breed, illegitimate child	
1627	k	Kresik 	 '-	MGV	adj.	PROP.CONC	aggressive	
