"FRST_LETTER"	"voicing"	"vulcan"	"variety"	"pos"	"croftian_crossling_concepts"	"fse"
"1287"	"k"	"voiceless"	"Kahs-hir"	"anc."	"n."	"OBJ.CONC"	"an ornamental dark stone, usually black"
"1288"	"k"	"voiceless"	"Kahs-wan"	"anc."	"n."	"OBJ.CONC"	"Vulcan coming-of-age survival test"
"1289"	"k"	"voiceless"	"Kaht "	"MGV"	"n."	"OBJ.CONC"	"garnet; cat"
"1290"	"k"	"voiceless"	"Kai "	"MGV"	"n."	"OBJ.CONC"	"step, stage (in a process)"
"1291"	"k"	"voiceless"	"Kai'tan "	"anc."	"n."	"OBJ.CONC"	"pain and muscle control"
"1292"	"k"	"voiceless"	"Kai-ros "	"MGV"	"n."	"OBJ.CONC"	"children's game similar to hopscotch"
"1293"	"k"	"voiceless"	"Kaiden "	"MGV"	"n."	"OBJ.CONC"	"stairs, staircase, steps"
"1294"	"k"	"voiceless"	"Kaisu "	"MGV"	"n."	"OBJ.CONC"	"sibling"
"1295"	"k"	"voiceless"	"Kak "	"MGV"	"n."	"OBJ.CONC"	"jar"
"1296"	"k"	"voiceless"	"Kakhartau "	"MGV"	"v."	"ACT.CONC"	"guide"
"1297"	"k"	"voiceless"	"Kal-tor "	"MGV"	"v."	"ACT.CONC"	"allow, let"
"1298"	"k"	"voiceless"	"Kala "	"MGV"	"n."	"OBJ.CONC"	"thorny plant often used for hedges"
"1299"	"k"	"voiceless"	"Kali-tor "	"MGV"	"v."	"ACT.CONC"	"challenge"
"1300"	"k"	"voiceless"	"Kaluk "	"MGV"	"n."	"OBJ.CONC"	"ear"
"1301"	"k"	"voiceless"	"Kaluk-ek'zerut "	"MGV"	"n."	"OBJ.CONC"	"earring"
"1302"	"k"	"voiceless"	"Kaluk-kusut "	"MGV"	"n."	"OBJ.CONC"	"earache"
"1303"	"k"	"voiceless"	"Kaluk-ralashek "	"MGV"	"n."	"OBJ.CONC"	"earphone"
"1304"	"k"	"voiceless"	"Kaluk-vel "	"MGV"	"n."	"OBJ.CONC"	"earpiece"
"1305"	"k"	"voiceless"	"Kam-nat "	"anc."	"n."	"OBJ.CONC"	"treason"
"1306"	"k"	"voiceless"	"Kambus "	"MGV"	"n."	"OBJ.CONC"	"shingle"
"1307"	"k"	"voiceless"	"Kamu "	"MGV"	"n."	"OBJ.CONC"	"roof"
"1308"	"k"	"voiceless"	"Kan "	"MGV"	"n."	"OBJ.CONC"	"child"
"1309"	"k"	"voiceless"	"Kan-palutunausu "	"MGV"	"n."	"OBJ.CONC"	"nanny"
"1310"	"k"	"voiceless"	"Kanok "	"MGV"	"adj."	"SELEC.MOD"	"every"
"1311"	"k"	"voiceless"	"Kanok-veh "	"MGV"	"pron."	"OBJ.CONC"	"everyone, everybody"
"1312"	"k"	"voiceless"	"Kanok-vel "	"MGV"	"pron."	"OBJ.CONC"	"everything"
"1313"	"k"	"voiceless"	"Kanok-wilat "	"MGV"	"prep."	"SITU.MOD"	"everyplace, everywhere"
"1314"	"k"	"voiceless"	"Kap "	"MGV"	"n."	"OBJ.CONC"	"bread"
"1315"	"k"	"voiceless"	"Kapiratau "	"MGV"	"v."	"ACT.CONC"	"discard, throw away, cast away"
"1316"	"k"	"voiceless"	"Kapol "	"MGV"	"n."	"OBJ.CONC"	"filter"
"1317"	"k"	"voiceless"	"Kapol-dun "	"MGV"	"n."	"OBJ.CONC"	"filter paper"
"1318"	"k"	"voiceless"	"Kapol-lantra "	"MGV"	"n."	"OBJ.CONC"	"filter bed"
"1319"	"k"	"voiceless"	"Kapol-nafek "	"MGV"	"n."	"OBJ.CONC"	"kidney"
"1320"	"k"	"voiceless"	"Kapol-tor "	"MGV"	"v."	"ACT.CONC"	"filter"
"1321"	"k"	"voiceless"	"Kapol-toran "	"MGV"	"n."	"OBJ.CONC"	"filtration"
"1322"	"k"	"voiceless"	"Kapol-yokulek "	"MGV"	"n."	"OBJ.CONC"	"filter feeder"
"1323"	"k"	"voiceless"	"Kapralau "	"MGV"	"v."	"ACT.CONC"	"fluctuate"
"1324"	"k"	"voiceless"	"Kapralaya "	"MGV"	"n."	"OBJ.CONC"	"fluctuation"
"1325"	"k"	"voiceless"	"Kar "	"MGV"	"n."	"OBJ.CONC"	"arm"
"1326"	"k"	"voiceless"	"Kar-nef "	"MGV"	"n."	"OBJ.CONC"	"elbow"
"1327"	"k"	"voiceless"	"Kar-nik "	"MGV"	"n."	"OBJ.CONC"	"wrist"
"1328"	"k"	"voiceless"	"Karf "	"MGV"	"n."	"OBJ.CONC"	"fragment"
"1329"	"k"	"voiceless"	"Karik "	"MGV"	"adj."	"PROP.CONC"	"strong"
"1330"	"k"	"voiceless"	"Kas'el|-| "	"MGV"	"adj."	"PROP.CONC"	"lazy"
"1331"	"k"	"voiceless"	"Kas-elakh "	"MGV"	"n."	"OBJ.CONC"	"vine, tendril"
"1332"	"k"	"voiceless"	"Kasa "	"MGV"	"n."	"OBJ.CONC"	"a blue-green Vulcan fruit"
"1333"	"k"	"voiceless"	"Kash-naf "	"MGV"	"n."	"OBJ.CONC"	"mind-link, mind-meld"
"1334"	"k"	"voiceless"	"Kash-ral "	"MGV"	"n."	"OBJ.CONC"	"sense"
"1335"	"k"	"voiceless"	"Kash-tok "	"MGV"	"adj."	"PROP.CONC"	"intelligent"
"1336"	"k"	"voiceless"	"Kash-tor "	"MGV"	"v."	"ACT.CONC"	"sense"
"1337"	"k"	"voiceless"	"Kashan "	"MGV"	"n."	"OBJ.CONC"	"sensation"
"1338"	"k"	"voiceless"	"Kashek "	"MGV"	"n."	"OBJ.CONC"	"(the) mind"
"1339"	"k"	"voiceless"	"Kashkau "	"MGV"	"n."	"OBJ.CONC"	"minds (e.g., in melding, etc.)"
"1340"	"k"	"voiceless"	"Kashovau "	"MGV"	"v."	"ACT.CONC"	"sensitize"
"1341"	"k"	"voiceless"	"Kastik "	"MGV"	"n."	"OBJ.CONC"	"plant"
"1342"	"k"	"voiceless"	"Kastik-goh-yokulsu "	"MGV"	"n."	"OBJ.CONC"	"vegetarian"
"1343"	"k"	"voiceless"	"Kastik-sokasitausu "	"MGV"	"n."	"OBJ.CONC"	"plant cultivator"
"1344"	"k"	"voiceless"	"Kastik-yokulfa "	"MGV"	"n."	"OBJ.CONC"	"herbivore"
"1345"	"k"	"voiceless"	"Kastoral-, Kastoralik "	"MGV"	"adj."	"PROP.CONC"	"encouraged"
"1346"	"k"	"voiceless"	"Kastorau "	"MGV"	"v."	"ACT.CONC"	"encourage"
"1347"	"k"	"voiceless"	"Kastoraya "	"MGV"	"n."	"OBJ.CONC"	"encouragement"
"1348"	"k"	"voiceless"	"Kastorilak "	"MGV"	"n."	"OBJ.CONC"	"stimulant"
"1349"	"k"	"voiceless"	"Kastorilal-, Kastorilalik "	"MGV"	"adj."	"PROP.CONC"	"stimulated"
"1350"	"k"	"voiceless"	"Kastorilau "	"MGV"	"v."	"ACT.CONC"	"stimulate"
"1351"	"k"	"voiceless"	"Kastorilaya "	"MGV"	"n."	"OBJ.CONC"	"stimulation"
"1352"	"k"	"voiceless"	"Kastorilayek "	"MGV"	"n."	"OBJ.CONC"	"stimulator"
"1353"	"k"	"voiceless"	"Kasu "	"MGV"	"n."	"OBJ.CONC"	"equal (person)"
"1354"	"k"	"voiceless"	"Katachik "	"MGV"	"adj."	"PROP.CONC"	"aggravated"
"1355"	"k"	"voiceless"	"Katak "	"MGV"	"n."	"OBJ.CONC"	"placebo"
"1356"	"k"	"voiceless"	"Katau "	"MGV"	"v."	"ACT.CONC"	"bring"
"1357"	"k"	"voiceless"	"Katelau "	"MGV"	"v."	"ACT.CONC"	"mate"
"1358"	"k"	"voiceless"	"Kath-vuk "	"anc."	"n."	"OBJ.CONC"	"syndrome"
"1359"	"k"	"voiceless"	"Katra "	"MGV"	"n."	"OBJ.CONC"	"soul, spirit, essence"
"1360"	"k"	"voiceless"	"Katravah-vel "	"MGV"	"n."	"OBJ.CONC"	"fellowship"
"1361"	"k"	"voiceless"	"Katravahsu "	"MGV"	"n."	"OBJ.CONC"	"associate, fellow"
"1362"	"k"	"voiceless"	"Katravek "	"MGV"	"n."	"OBJ.CONC"	"association"
"1363"	"k"	"voiceless"	"Katrom "	"MGV"	"n."	"OBJ.CONC"	"current (elect. & water)"
"1364"	"k"	"voiceless"	"Kau "	"MGV"	"n."	"OBJ.CONC"	"wisdom"
"1365"	"k"	"voiceless"	"Kau-bosh "	"MGV"	"adj."	"PROP.CONC"	"wise"
"1366"	"k"	"voiceless"	"Kau-leh "	"MGV"	"num."	"SELEC.MOD"	"fifty"
"1367"	"k"	"voiceless"	"Kau-leh'rak, kau-lehr- "	"MGV"	"adj."	"PROP.CONC"	"fiftieth"
"1368"	"k"	"voiceless"	"Kau-leh'veh "	"MGV"	"n."	"OBJ.CONC"	"fiftieth"
"1369"	"k"	"voiceless"	"Kau-tor "	"MGV"	"v."	"ACT.CONC"	"grow or become wise"
"1370"	"k"	"voiceless"	"Kauk "	"MGV"	"adj."	"PROP.CONC"	"even"
"1371"	"k"	"voiceless"	"Kau|kuh| "	"MGV"	"num."	"SELEC.MOD"	"five"
"1372"	"k"	"voiceless"	"Kaul-tukh "	"MGV"	"n."	"OBJ.CONC"	"vanadium"
"1373"	"k"	"voiceless"	"Kaunshal-, Kaunshalik "	"MGV"	"adj."	"PROP.CONC"	"united"
"1374"	"k"	"voiceless"	"Kaunshal-Teraya t'Ek'tralar"	"MGV"	"n."	"OBJ.CONC"	"United Federation of Planets"
"1375"	"k"	"voiceless"	"Kaunshau "	"MGV"	"v."	"ACT.CONC"	"to unite"
"1376"	"k"	"voiceless"	"Kaunshaya "	"MGV"	"n."	"OBJ.CONC"	"unity"
"1377"	"k"	"voiceless"	"Ke-ta-yatar"	"anc."	"n."	"OBJ.CONC"	"ancient fighting style designed to kill"
"1378"	"k"	"voiceless"	"Ke-tarya"	"anc."	"n."	"OBJ.CONC"	"an ancient fighting style"
"1379"	"k"	"voiceless"	"Kebi "	"MGV"	"n."	"OBJ.CONC"	"unit"
"1380"	"k"	"voiceless"	"Kebitra "	"MGV"	"n."	"OBJ.CONC"	"facility"
"1381"	"k"	"voiceless"	"Kef-, Kefik "	"MGV"	"adj."	"PROP.CONC"	"emergency"
"1382"	"k"	"voiceless"	"Kef-dvelek "	"MGV"	"n."	"OBJ.CONC"	"emergency switch"
"1383"	"k"	"voiceless"	"Kef-ferek "	"MGV"	"n."	"OBJ.CONC"	"emergency generator"
"1384"	"k"	"voiceless"	"Kef-fisolekau-mal "	"MGV"	"n."	"OBJ.CONC"	"emergency landing leg"
"1385"	"k"	"voiceless"	"Kef-ha'kiv-nenikaya "	"MGV"	"n."	"OBJ.CONC"	"emergency life support"
"1386"	"k"	"voiceless"	"Kef-ifisek "	"MGV"	"n."	"OBJ.CONC"	"emergency transporter"
"1387"	"k"	"voiceless"	"Kef-kipok "	"MGV"	"n."	"OBJ.CONC"	"emergency battery"
"1388"	"k"	"voiceless"	"Kef-kluhvau-krau "	"MGV"	"n."	"OBJ.CONC"	"emergency flush vent"
"1389"	"k"	"voiceless"	"Kef-rishan-tsorayek "	"MGV"	"n."	"OBJ.CONC"	"emergency survival compartment"
"1390"	"k"	"voiceless"	"Kef-thro-svep "	"MGV"	"n."	"OBJ.CONC"	"emergency hatch"
"1391"	"k"	"voiceless"	"Kef-tuhlau-vis "	"MGV"	"n."	"OBJ.CONC"	"emergency containment grid"
"1392"	"k"	"voiceless"	"Kefik has-reh-bikuvsu "	"MGV"	"n."	"OBJ.CONC"	"emergency medical hologram (EMH)"
"1393"	"k"	"voiceless"	"Kefik tehn-sesh-kwitek "	"MGV"	"n."	"OBJ.CONC"	"emergency anti-grav thruster"
"1394"	"k"	"voiceless"	"Keh-leh "	"MGV"	"num."	"SELEC.MOD"	"forty"
"1395"	"k"	"voiceless"	"Keh-leh'rak, keh-lehr- "	"MGV"	"adj."	"PROP.CONC"	"fortieth"
"1396"	"k"	"voiceless"	"Keh-leh'veh "	"MGV"	"n."	"OBJ.CONC"	"fortieth"
"1397"	"k"	"voiceless"	"Keh|kuh| "	"MGV"	"num."	"SELEC.MOD"	"four"
"1398"	"k"	"voiceless"	"Kehr-, Keh'rak "	"MGV"	"adj."	"PROP.CONC"	"fourth"
"1399"	"k"	"voiceless"	"Kei|-| "	"MGV"	"adj."	"PROP.CONC"	"fierce"
"1400"	"k"	"voiceless"	"Keimen|-| "	"anc."	"adj."	"PROP.CONC"	"ferocious"
"1401"	"k"	"voiceless"	"Kel "	"MGV"	"n."	"OBJ.CONC"	"building, structure"
"1402"	"k"	"voiceless"	"Kelek "	"MGV"	"n."	"OBJ.CONC"	"house, dwelling"
"1403"	"k"	"voiceless"	"Ken-tor "	"MGV"	"v."	"ACT.CONC"	"understand"
"1404"	"k"	"voiceless"	"Kenel "	"MGV"	"n."	"OBJ.CONC"	"extinct horse-like Vulcan animal"
"1405"	"k"	"voiceless"	"Kenelsu "	"MGV"	"n."	"OBJ.CONC"	"kenel-rider"
"1406"	"k"	"voiceless"	"Kep "	"MGV"	"n."	"OBJ.CONC"	"gong"
"1407"	"k"	"voiceless"	"Kerik "	"MGV"	"adj."	"PROP.CONC"	"worthy"
"1408"	"k"	"voiceless"	"Kes "	"MGV"	"n."	"OBJ.CONC"	"arc"
"1409"	"k"	"voiceless"	"Kesek "	"MGV"	"n."	"OBJ.CONC"	"arch"
"1410"	"k"	"voiceless"	"Kesazh "	"MGV"	"n."	"OBJ.CONC"	"navel, umbilicus, belly button"
"1411"	"k"	"voiceless"	"Keshtan "	"MGV"	"n."	"OBJ.CONC"	"birth"
"1412"	"k"	"voiceless"	"Kesik "	"MGV"	"adj."	"PROP.CONC"	"likely (as in a likely story?)"
"1413"	"k"	"voiceless"	"Ket'es "	"MGV"	"n."	"OBJ.CONC"	"integrity"
"1414"	"k"	"voiceless"	"Kethelvau "	"MGV"	"v."	"ACT.CONC"	"describe"
"1415"	"k"	"voiceless"	"Kethtra "	"MGV"	"n."	"OBJ.CONC"	"lore"
"1416"	"k"	"voiceless"	"Ketilau "	"MGV"	"n."	"OBJ.CONC"	"lore"
"1417"	"k"	"voiceless"	"Kevas "	"MGV"	"n."	"OBJ.CONC"	"medicinal Vulcan herb"
"1418"	"k"	"voiceless"	"Kevetsu "	"MGV"	"n."	"OBJ.CONC"	"ambassador"
"1419"	"k"	"voiceless"	"Kha'wal "	"MGV"	"n."	"OBJ.CONC"	"joke"
"1420"	"k"	"voiceless"	"Khaf "	"MGV"	"n."	"OBJ.CONC"	"blood"
"1421"	"k"	"voiceless"	"Khaf-kur "	"MGV"	"adj."	"PROP.CONC"	"a green color (lit. 'blood green')"
"1422"	"k"	"voiceless"	"Khaf-spol "	"MGV"	"n."	"OBJ.CONC"	"heart"
"1423"	"k"	"voiceless"	"Khaf-tukh "	"MGV"	"n."	"OBJ.CONC"	"copper"
"1424"	"k"	"voiceless"	"Khar-, Kharik "	"MGV"	"adj."	"PROP.CONC"	"direct"
"1425"	"k"	"voiceless"	"Kharat "	"MGV"	"n."	"OBJ.CONC"	"direction"
"1426"	"k"	"voiceless"	"Kharlah "	"MGV"	"v."	"ACT.CONC"	"route"
"1427"	"k"	"voiceless"	"Kharlahek "	"MGV"	"n."	"OBJ.CONC"	"router"
"1428"	"k"	"voiceless"	"Khart-lan "	"MGV"	"n."	"OBJ.CONC"	"captain"
"1429"	"k"	"voiceless"	"Khartau "	"MGV"	"n."	"OBJ.CONC"	"command, direct, manage"
"1430"	"k"	"voiceless"	"Khat-, Khatik "	"MGV"	"adj."	"PROP.CONC"	"grave, serious"
"1431"	"k"	"voiceless"	"Khau "	"MGV"	"v."	"ACT.CONC"	"rule"
"1432"	"k"	"voiceless"	"Khav-kur "	"MGV"	"adj."	"PROP.CONC"	"brown"
"1433"	"k"	"voiceless"	"Kheh "	"MGV"	"n."	"OBJ.CONC"	"a type of grain"
"1434"	"k"	"voiceless"	"Khin "	"MGV"	"n."	"OBJ.CONC"	"fame"
"1435"	"k"	"voiceless"	"Khinik "	"MGV"	"adj."	"PROP.CONC"	"famous"
"1436"	"k"	"voiceless"	"Khlapau "	"MGV"	"v."	"ACT.CONC"	"knock"
"1437"	"k"	"voiceless"	"Khlop-thon-, Khlop-thonik "	"MGV"	"adj."	"PROP.CONC"	"geometric"
"1438"	"k"	"voiceless"	"Khlop-thon-sagan "	"MGV"	"n."	"OBJ.CONC"	"geometric distribution"
"1439"	"k"	"voiceless"	"Khlop-thon-weizehl "	"MGV"	"n."	"OBJ.CONC"	"geometric series"
"1440"	"k"	"voiceless"	"Khlop-thon-zehlanaya "	"MGV"	"n."	"OBJ.CONC"	"geometric sequence"
"1441"	"k"	"voiceless"	"Khlop-thonik su'us-ek'tal "	"MGV"	"n."	"OBJ.CONC"	"geometry"
"1442"	"k"	"voiceless"	"Khluhkau "	"MGV"	"v."	"ACT.CONC"	"choke"
"1443"	"k"	"voiceless"	"Khlup "	"MGV"	"n."	"OBJ.CONC"	"gel, jelly"
"1444"	"k"	"voiceless"	"Khoken "	"MGV"	"n."	"OBJ.CONC"	"entrance"
"1445"	"k"	"voiceless"	"Khom "	"MGV"	"n."	"OBJ.CONC"	"front"
"1446"	"k"	"voiceless"	"Khrasau "	"MGV"	"v."	"ACT.CONC"	"discharge"
"1447"	"k"	"voiceless"	"Khrash "	"MGV"	"n."	"OBJ.CONC"	"violence"
"1448"	"k"	"voiceless"	"Khrashik "	"MGV"	"n."	"OBJ.CONC"	"violent"
"1449"	"k"	"voiceless"	"Khru "	"MGV"	"n."	"OBJ.CONC"	"evening"
"1450"	"k"	"voiceless"	"Khru-yem "	"MGV"	"n."	"OBJ.CONC"	"supper"
"1451"	"k"	"voiceless"	"Khu'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"south"
"1452"	"k"	"voiceless"	"Khu'rak-, Khu'rakik "	"MGV"	"adj."	"PROP.CONC"	"southern"
"1453"	"k"	"voiceless"	"Khu'raksu "	"MGV"	"n."	"OBJ.CONC"	"southerner"
"1454"	"k"	"voiceless"	"Khu-she'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"southeast"
"1455"	"k"	"voiceless"	"Khu-tev'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"southwest"
"1456"	"k"	"voiceless"	"Khush "	"MGV"	"n."	"OBJ.CONC"	"crystal"
"1457"	"k"	"voiceless"	"Ki' "	"MGV"	"v."	"ACT.CONC"	"have, has (participial)"
"1458"	"k"	"voiceless"	"Ki'an "	"MGV"	"n."	"OBJ.CONC"	"nest"
"1459"	"k"	"voiceless"	"Ki'haf "	"anc."	"n."	"OBJ.CONC"	"basket"
"1460"	"k"	"voiceless"	"Ki-fah"	"anc."	"n."	"OBJ.CONC"	"lethal self-defense"
"1461"	"k"	"voiceless"	"Kid "	"MGV"	"n."	"OBJ.CONC"	"feather, plume"
"1462"	"k"	"voiceless"	"Kidtra "	"MGV"	"n."	"OBJ.CONC"	"plumage"
"1463"	"k"	"voiceless"	"Kihsev "	"MGV"	"n."	"OBJ.CONC"	"pendant"
"1464"	"k"	"voiceless"	"Kihsh-kur "	"MGV"	"adj."	"PROP.CONC"	"lilac, mauve"
"1465"	"k"	"voiceless"	"Kiht "	"MGV"	"n."	"OBJ.CONC"	"code"
"1466"	"k"	"voiceless"	"Kiit "	"MGV"	"n."	"OBJ.CONC"	"fury"
"1467"	"k"	"voiceless"	"Kik "	"MGV"	"n."	"OBJ.CONC"	"hook"
"1468"	"k"	"voiceless"	"Kil "	"MGV"	"n."	"OBJ.CONC"	"spark"
"1469"	"k"	"voiceless"	"Kil-tor "	"MGV"	"v."	"ACT.CONC"	"spark"
"1470"	"k"	"voiceless"	"Kil-tukh "	"MGV"	"n."	"OBJ.CONC"	"flint"
"1471"	"k"	"voiceless"	"Kilko|-srashiv| "	"MGV"	"n."	"OBJ.CONC"	"answer"
"1472"	"k"	"voiceless"	"Kilko-tor "	"MGV"	"v."	"ACT.CONC"	"answer"
"1473"	"k"	"voiceless"	"Kim-, Kim-shah "	"MGV"	"adj."	"SELEC.MOD"	"final, last"
"1474"	"k"	"voiceless"	"Kim-tor "	"MGV"	"v."	"ACT.CONC"	"finalize"
"1475"	"k"	"voiceless"	"Kimsu "	"MGV"	"n."	"OBJ.CONC"	"finalist"
"1476"	"k"	"voiceless"	"Kin-kur "	"MGV"	"adj."	"PROP.CONC"	"yellow, golden"
"1477"	"k"	"voiceless"	"Kin-tukh "	"MGV"	"n."	"OBJ.CONC"	"gold"
"1478"	"k"	"voiceless"	"Kinuf "	"MGV"	"n."	"OBJ.CONC"	"date"
"1479"	"k"	"voiceless"	"Kipof "	"MGV"	"n."	"OBJ.CONC"	"battery, accumulator"
"1480"	"k"	"voiceless"	"Kir'Shara"	"anc."	"n."	"OBJ.CONC"	"the ancient repository of Surak's writings"
"1481"	"k"	"voiceless"	"Kis-ka "	"MGV"	"adj."	"PROP.CONC"	"jealous"
"1482"	"k"	"voiceless"	"Kisev "	"MGV"	"n."	"OBJ.CONC"	"document"
"1483"	"k"	"voiceless"	"Kisheya "	"MGV"	"n."	"OBJ.CONC"	"accident"
"1484"	"k"	"voiceless"	"Kisu "	"MGV"	"n."	"OBJ.CONC"	"member"
"1485"	"k"	"voiceless"	"Kitak "	"MGV"	"n."	"OBJ.CONC"	"pen (writing)"
"1486"	"k"	"voiceless"	"Kitau "	"MGV"	"v."	"ACT.CONC"	"write"
"1487"	"k"	"voiceless"	"Kitausu "	"MGV"	"n."	"OBJ.CONC"	"author, scribe, writer"
"1488"	"k"	"voiceless"	"Kitek "	"MGV"	"n."	"OBJ.CONC"	"dirt, silt"
"1489"	"k"	"voiceless"	"Kitok-wilat "	"MGV"	"prep."	"SITU.MOD"	"elsewhere"
"1490"	"k"	"voiceless"	"Kitork|-| "	"MGV"	"adj."	"PROP.CONC"	"dirty"
"1491"	"k"	"voiceless"	"Kla-hil-tor "	"MGV"	"v."	"ACT.CONC"	"research"
"1492"	"k"	"voiceless"	"Kla-hilsu "	"MGV"	"n."	"OBJ.CONC"	"researcher"
"1493"	"k"	"voiceless"	"Kla-min "	"MGV"	"n."	"OBJ.CONC"	"fact"
"1494"	"k"	"voiceless"	"Klai "	"MGV"	"n."	"OBJ.CONC"	"factor"
"1495"	"k"	"voiceless"	"Klash "	"MGV"	"n."	"OBJ.CONC"	"guard (protective item)"
"1496"	"k"	"voiceless"	"Klashau "	"MGV"	"v."	"ACT.CONC"	"guard"
"1497"	"k"	"voiceless"	"Klashausu "	"MGV"	"n."	"OBJ.CONC"	"guard (person)"
"1498"	"k"	"voiceless"	"Klau "	"MGV"	"v."	"ACT.CONC"	"harm"
"1499"	"k"	"voiceless"	"Klaya "	"MGV"	"n."	"OBJ.CONC"	"harm"
"1500"	"k"	"voiceless"	"Klehp "	"MGV"	"n."	"OBJ.CONC"	"fjord"
"1501"	"k"	"voiceless"	"Klem "	"MGV"	"n."	"OBJ.CONC"	"gratitude, thankfulness"
"1502"	"k"	"voiceless"	"Klem-bosh "	"MGV"	"adj."	"PROP.CONC"	"grateful"
"1503"	"k"	"voiceless"	"Klepovau "	"MGV"	"v."	"ACT.CONC"	"shop"
"1504"	"k"	"voiceless"	"Kli "	"MGV"	"n."	"OBJ.CONC"	"dart"
"1505"	"k"	"voiceless"	"Klimtau "	"MGV"	"v."	"ACT.CONC"	"melt"
"1506"	"k"	"voiceless"	"Kling "	"MGV"	"prep."	"SELEC.MOD"	"no-one, nobody, not one person"
"1507"	"k"	"voiceless"	"Kliton "	"MGV"	"n."	"OBJ.CONC"	"arrow"
"1508"	"k"	"voiceless"	"Klomak "	"anc."	"n."	"OBJ.CONC"	"fortress"
"1509"	"k"	"voiceless"	"Klon|-| "	"MGV"	"adj."	"PROP.CONC"	"smart"
"1510"	"k"	"voiceless"	"Klopau "	"MGV"	"v."	"ACT.CONC"	"describe"
"1511"	"k"	"voiceless"	"Klosha "	"MGV"	"v."	"ACT.CONC"	"behave"
"1512"	"k"	"voiceless"	"Kloshai "	"MGV"	"n."	"OBJ.CONC"	"behavior"
"1513"	"k"	"voiceless"	"Klotau "	"MGV"	"v."	"ACT.CONC"	"block"
"1514"	"k"	"voiceless"	"Klotaya "	"MGV"	"n."	"OBJ.CONC"	"blockage"
"1515"	"k"	"voiceless"	"Kluchi "	"MGV"	"v."	"ACT.CONC"	"object"
"1516"	"k"	"voiceless"	"Kluf "	"MGV"	"n."	"OBJ.CONC"	"boot"
"1517"	"k"	"voiceless"	"Klunyau "	"MGV"	"v."	"ACT.CONC"	"ram"
"1518"	"k"	"voiceless"	"Knuk|-| "	"MGV"	"adj."	"PROP.CONC"	"lousy"
"1519"	"k"	"voiceless"	"Ko-, Koyik "	"MGV"	"adj."	"PROP.CONC"	"female"
"1520"	"k"	"voiceless"	"Ko-eik-te'krusu "	"MGV"	"n."	"OBJ.CONC"	"empress"
"1521"	"k"	"voiceless"	"Ko-fu "	"MGV"	"n."	"OBJ.CONC"	"daughter"
"1522"	"k"	"voiceless"	"Ko-ka-ashausu "	"MGV"	"n."	"OBJ.CONC"	"lesbian"
"1523"	"k"	"voiceless"	"Ko-kai "	"MGV"	"n."	"OBJ.CONC"	"sister"
"1524"	"k"	"voiceless"	"Ko-kan "	"MGV"	"n."	"OBJ.CONC"	"girl"
"1525"	"k"	"voiceless"	"Ko-kelek-han "	"MGV"	"n."	"OBJ.CONC"	"prioress"
"1526"	"k"	"voiceless"	"Ko-kuk "	"MGV"	"n."	"OBJ.CONC"	"aunt"
"1527"	"k"	"voiceless"	"Ko-mekh "	"MGV"	"n."	"OBJ.CONC"	"mother"
"1528"	"k"	"voiceless"	"Ko-niht "	"MGV"	"n."	"OBJ.CONC"	"female cousin"
"1529"	"k"	"voiceless"	"Ko-Te'kor "	"MGV"	"n."	"OBJ.CONC"	"Queen (only in a title or with a proper name)"
"1530"	"k"	"voiceless"	"Ko-te'krusu "	"MGV"	"n."	"OBJ.CONC"	"queen (general term)"
"1531"	"k"	"voiceless"	"Ko-telsu "	"MGV"	"n."	"OBJ.CONC"	"wife"
"1532"	"k"	"voiceless"	"Kobat|-| "	"MGV"	"adj."	"PROP.CONC"	"weak"
"1533"	"k"	"voiceless"	"Kobsu "	"MGV"	"n."	"OBJ.CONC"	"dwarf"
"1534"	"k"	"voiceless"	"Kodonuhk "	"MGV"	"adj."	"PROP.CONC"	"expensive"
"1535"	"k"	"voiceless"	"Kogav'es "	"MGV"	"n."	"OBJ.CONC"	"femininity"
"1536"	"k"	"voiceless"	"Kogav-, Kogavik "	"MGV"	"adj."	"PROP.CONC"	"feminine"
"1537"	"k"	"voiceless"	"Kohl "	"anc."	"n."	"OBJ.CONC"	"emotion-purging mind-exercise"
"1538"	"k"	"voiceless"	"Kohl-tor "	"MGV"	"v."	"ACT.CONC"	"meditate (Vulcan-style)"
"1539"	"k"	"voiceless"	"Kohs'es "	"MGV"	"n."	"OBJ.CONC"	"sanity"
"1540"	"k"	"voiceless"	"Kohs-, Kohsik "	"MGV"	"adj."	"PROP.CONC"	"sane"
"1541"	"k"	"voiceless"	"Kohv-tukh "	"MGV"	"n."	"OBJ.CONC"	"quartz"
"1542"	"k"	"voiceless"	"Kol "	"MGV"	"n."	"OBJ.CONC"	"stew"
"1543"	"k"	"voiceless"	"Kolaya "	"MGV"	"n."	"OBJ.CONC"	"shock"
"1544"	"k"	"voiceless"	"Kolchak "	"MGV"	"n."	"OBJ.CONC"	"flute, piccolo, fife"
"1545"	"k"	"voiceless"	"Kolinahr "	"anc."	"n."	"OBJ.CONC"	"highest adult state of mental discipline"
"1546"	"k"	"voiceless"	"Komak "	"MGV"	"n."	"OBJ.CONC"	"genus"
