"FRST_LETTER"	"vulcan"	"pronunciation"	"variety"	"pos"	"fse"	"misc"
"1369"	"k"	"Karil "	"- '"	"NGS"	NA	" \"Kareel\", Winter"	"season"
"1370"	"k"	"Kas'el|-| "	NA	"MGV"	"adj."	" lazy"	""
"1371"	"k"	"Kas-elakh "	NA	"MGV"	NA	" vine, tendril"	""
"1372"	"k"	"Kasa "	NA	"MGV"	NA	" a blue-green Vulcan fruit"	""
"1373"	"k"	"Kash-naf "	NA	"MGV"	NA	" mind-link, mind-meld"	""
"1374"	"k"	"Kash-ral "	NA	"MGV"	"n."	" sense"	""
"1375"	"k"	"Kash-tok "	NA	"MGV"	NA	" intelligent"	""
"1376"	"k"	"Kash-tor "	NA	"MGV"	"v."	" sense"	""
"1377"	"k"	"Kashan "	NA	"MGV"	NA	" sensation"	""
"1378"	"k"	"Kashek "	"- '"	"MGV"	NA	" "	"the"
"1379"	"k"	"Kashkau "	"- '"	"MGV"	NA	" minds"	"etc.;eg. in melding"
"1380"	"k"	"Kashovau "	NA	"MGV"	NA	" sensitize"	""
"1381"	"k"	"Kastik "	" '-"	"MGV"	"n."	" plant"	""
"1382"	"k"	"Kastik-goh-yokulsu "	NA	"MGV"	NA	" vegetarian"	""
"1383"	"k"	"Kastik-sokasitausu "	NA	"MGV"	NA	" plant cultivator"	""
"1384"	"k"	"Kastik-yokulfa "	NA	"MGV"	NA	" herbivore"	""
"1385"	"k"	"Kastoral-, Kastoralik "	NA	"MGV"	"adj."	" encouraged"	""
"1386"	"k"	"Kastorau "	NA	"MGV"	NA	" encourage"	""
"1387"	"k"	"Kastoraya "	NA	"MGV"	NA	" encouragement"	""
"1388"	"k"	"Kastorilak "	NA	"MGV"	"n."	" stimulant"	""
"1389"	"k"	"Kastorilal-, Kastorilalik "	NA	"MGV"	"adj."	" stimulated"	""
"1390"	"k"	"Kastorilau "	NA	"MGV"	NA	" stimulate"	""
"1391"	"k"	"Kastorilaya "	NA	"MGV"	NA	" stimulation"	""
"1392"	"k"	"Kastorilayek "	NA	"MGV"	NA	" stimulator"	"device"
"1393"	"k"	"Kasu "	" '-"	"MGV"	NA	" equal"	"person"
"1394"	"k"	"Katachik "	"- '-"	"MGV"	"adj."	" aggravated"	""
"1395"	"k"	"Katak "	" '-"	"MGV"	NA	" placebo"	""
"1396"	"k"	"Katau "	"- '"	"MGV"	NA	" bring"	""
"1397"	"k"	"Katelau "	NA	"MGV"	"v."	" mate"	""
"1398"	"k"	"Kath-vuk "	"- '"	"anc."	NA	" syndrome"	""
"1399"	"k"	"Katra "	" '-"	"MGV"	NA	" soul, spirit, essence"	""
"1400"	"k"	"Katravah-vel "	NA	"MGV"	NA	" fellowship"	""
"1401"	"k"	"Katravahsu "	NA	"MGV"	NA	" associate, fellow"	""
"1402"	"k"	"Katravek "	"- '-"	"MGV"	NA	" association"	""
"1403"	"k"	"Katrom "	"- '"	"MGV"	NA	" current"	"elect. & water"
"1404"	"k"	"Kau "	NA	"MGV"	NA	" wisdom"	""
"1405"	"k"	"Kau-bosh "	NA	"MGV"	NA	" wise"	""
"1406"	"k"	"Kau-leh "	NA	"MGV"	NA	" fifty"	""
"1407"	"k"	"Kau-leh'rak, kau-lehr- "	NA	"MGV"	"adj."	" fiftieth"	""
"1408"	"k"	"Kau-leh'veh "	NA	"MGV"	"n."	" fiftieth"	""
"1409"	"k"	"Kau-tor "	NA	"MGV"	NA	" grow or become wise"	""
"1410"	"k"	"Kauk "	NA	"MGV"	"adj."	" even"	""
"1411"	"k"	"Kau|kuh| "	NA	"MGV"	NA	" five"	""
"1412"	"k"	"Kaul-tukh "	NA	"MGV"	NA	" vanadium"	""
"1413"	"k"	"Kaunshal-, Kaunshalik "	NA	"MGV"	"adj."	" united"	""
"1414"	"k"	"Kaunshal-Teraya t'Ek'tralar"	NA	"TGV/MGV"	NA	" United Federation of Planets"	""
"1415"	"k"	"Kaunshau "	NA	"MGV"	NA	" to unite"	""
"1416"	"k"	"Kaunshaya "	NA	"MGV"	NA	" unity"	""
"1417"	"k"	"Ke"	NA	"TGV"	NA	" that, which, who"	"not a question word"
"1418"	"k"	"Ke-ta-yatar"	NA	"anc."	NA	" ancient fighting style designed to kill"	""
"1419"	"k"	"Ke-tarya"	NA	"anc."	NA	" an ancient fighting style"	""
"1420"	"k"	"Kebi "	"- '"	"MGV"	NA	" unit"	""
"1421"	"k"	"Kebitra "	NA	"MGV"	NA	" facility"	""
"1422"	"k"	"Kef-, Kefik "	NA	"MGV"	"adj."	" emergency"	""
"1423"	"k"	"Kef-dvelek "	NA	"MGV"	NA	" emergency switch"	""
"1424"	"k"	"Kef-ferek "	NA	"MGV"	NA	" emergency generator"	""
"1425"	"k"	"Kef-fisolekau-mal "	NA	"MGV"	NA	" emergency landing leg"	""
"1426"	"k"	"Kef-ha'kiv-nenikaya "	NA	"MGV"	NA	" emergency life support"	""
"1427"	"k"	"Kef-ifisek "	NA	"MGV"	NA	" emergency transporter"	""
"1428"	"k"	"Kef-kipok "	NA	"MGV"	NA	" emergency battery"	""
"1429"	"k"	"Kef-kluhvau-krau "	NA	"MGV"	NA	" emergency flush vent"	""
"1430"	"k"	"Kef-rishan-tsorayek "	NA	"MGV"	NA	" emergency survival compartment"	""
"1431"	"k"	"Kef-thro-svep "	NA	"MGV"	NA	" emergency hatch"	""
"1432"	"k"	"Kef-tuhlau-vis "	NA	"MGV"	NA	" emergency containment grid"	""
"1433"	"k"	"Kefik has-reh-bikuvsu "	NA	"MGV"	NA	" emergency medical hologram "	"EMH"
"1434"	"k"	"Kefik tehn-sesh-kwitek "	NA	"MGV"	NA	" emergency anti-grav thruster"	""
"1435"	"k"	"Keh-leh "	NA	"MGV"	NA	" forty"	""
"1436"	"k"	"Keh-leh'rak, keh-lehr- "	NA	"MGV"	"adj."	" fortieth"	""
"1437"	"k"	"Keh-leh'veh "	NA	"MGV"	"n."	" fortieth"	""
"1438"	"k"	"Keh|kuh| "	NA	"MGV"	NA	" four"	""
"1439"	"k"	"Kehr-, Keh'rak "	NA	"MGV"	"adj."	" fourth"	""
"1440"	"k"	"Kei|-| "	NA	"MGV"	NA	" fierce"	""
"1441"	"k"	"Keimen|-| "	" '-"	"anc."	NA	" ferocious"	""
"1442"	"k"	"Kel "	NA	"MGV"	NA	" building, structure"	""
"1443"	"k"	"Kelek "	" '-"	"MGV"	NA	" house, dwelling"	""
"1444"	"k"	"Ken-tor "	NA	"MGV"	NA	" understand"	""
"1445"	"k"	"Kenel "	"- ', '-"	"MGV"	NA	" extinct horse-like Vulcan animal"	""
"1446"	"k"	"Kenelsu "	NA	"MGV"	NA	" kenel-rider"	""
"1447"	"k"	"Kep "	NA	"MGV"	"n."	" gong"	""
"1448"	"k"	"Kerik "	" '-"	"MGV"	NA	" worthy"	""
"1449"	"k"	"Kes "	NA	"MGV"	NA	" arc"	""
"1450"	"k"	"Kesek "	" '-"	"MGV"	NA	" arch"	""
"1451"	"k"	"Kesazh "	"- '"	"MGV"	NA	" navel, umbilicus, belly button"	""
"1452"	"k"	"Keshtan "	"- '"	"MGV"	NA	" birth"	""
"1453"	"k"	"Kesik "	" '-"	"MGV"	NA	" likely"	""
"1454"	"k"	"Ket'es "	NA	"MGV"	NA	" integrity"	""
"1455"	"k"	"Kethelvau "	""	"MGV"	NA	" '\ "	""
"1456"	"k"	"Kethtra "	" '-"	"MGV"	"n."	" lore"	""
"1457"	"k"	"Ketilau "	""	"MGV"	NA	" '\ "	""
"1458"	"k"	"Kevas "	NA	"MGV"	NA	" medicinal Vulcan herb"	""
"1459"	"k"	"Kevetsu "	"- '-"	"MGV"	NA	" ambassador"	""
"1460"	"k"	"Kh'reitekh"	NA	"NGS"	NA	" region in the northern hemisphere of Vulcan"	""
"1461"	"k"	"Kha'wal "	" '-"	"MGV"	"n."	" joke"	""
"1462"	"k"	"Khaf "	NA	"MGV"	NA	" blood"	""
"1463"	"k"	"Khaf-kur "	NA	"MGV"	NA	" a green color"	"lit. \"blood green\""
"1464"	"k"	"Khaf-spol "	NA	"MGV"	NA	" heart"	""
"1465"	"k"	"Khaf-tukh "	NA	"MGV"	NA	" copper"	""
"1466"	"k"	"Khar-, Kharik "	NA	"MGV"	"adj."	" direct"	""
"1467"	"k"	"Khara"	NA	"NGS"	NA	" Vulcan desert bush with edible pulp"	""
"1468"	"k"	"Kharat "	"- '"	"MGV"	NA	" direction"	""
"1469"	"k"	"Kharlah "	NA	"MGV"	"v."	" route"	""
"1470"	"k"	"Kharlahek "	NA	"MGV"	NA	" router"	"electr."
"1471"	"k"	"Khart-lan "	" '-"	"MGV"	NA	" captain"	"navy/Starfleet"
"1472"	"k"	"Khartau "	"- '"	"MGV"	NA	" command, direct, manage"	""
"1473"	"k"	"Khat-, Khatik "	NA	"MGV"	NA	" grave, serious"	""
"1474"	"k"	"Khau "	NA	"MGV"	"v."	" rule"	""
"1475"	"k"	"Khav-kur "	" '-"	"MGV"	NA	" brown"	"color"
"1476"	"k"	"Kheh "	"_"	"MGV"	NA	" a type of grain"	""
"1477"	"k"	"Khin "	NA	"MGV"	NA	" fame"	""
"1478"	"k"	"Khinik "	" '-"	"MGV"	NA	" famous"	""
"1479"	"k"	"Khlapau "	"- '"	"MGV"	"v."	" knock"	""
"1480"	"k"	"Khlop-thon-, Khlop-thonik "	NA	"MGV"	NA	" geometric"	""
"1481"	"k"	"Khlop-thon-sagan "	NA	"MGV"	NA	" geometric distribution"	""
"1482"	"k"	"Khlop-thon-weizehl "	NA	"MGV"	NA	" geometric series"	""
"1483"	"k"	"Khlop-thon-zehlanaya "	NA	"MGV"	NA	" geometric sequence"	""
"1484"	"k"	"Khlop-thonik su'us-ek'tal "	NA	"MGV"	NA	" geometry"	"study"
"1485"	"k"	"Khluhkau "	"- ',- "	"MGV"	"v."	" choke"	""
"1486"	"k"	"Khlup "	NA	"MGV"	NA	" gel, jelly"	""
"1487"	"k"	"Khoken "	" '-"	"MGV"	NA	" entrance"	""
"1488"	"k"	"Khom "	NA	"MGV"	NA	" front"	""
"1489"	"k"	"Khrasau "	"- '"	"MGV"	"v."	" discharge"	""
"1490"	"k"	"Khrash "	NA	"MGV"	NA	" violence"	""
"1491"	"k"	"Khrashik "	" '-"	"MGV"	NA	" violent"	""
"1492"	"k"	"Khru "	NA	"MGV"	NA	" evening"	""
"1493"	"k"	"Khru-yem "	NA	"MGV"	NA	" supper"	""
"1494"	"k"	"Khu'rak "	" '-"	"MGV"	NA	" south"	""
"1495"	"k"	"Khu'rak-, Khu'rakik "	NA	"MGV"	NA	" southern"	""
"1496"	"k"	"Khu'raksu "	NA	"MGV"	NA	" southerner"	""
"1497"	"k"	"Khu-she'rak "	NA	"MGV"	NA	" southeast"	""
"1498"	"k"	"Khu-tev'rak "	NA	"MGV"	NA	" southwest"	""
"1499"	"k"	"Khush "	NA	"MGV"	NA	" crystal"	""
"1500"	"k"	"Ki' "	NA	"MGV"	NA	" have, has"	"participial"
"1501"	"k"	"Ki'an "	"- '"	"MGV"	"n."	" nest"	""
"1502"	"k"	"Ki'haf "	"- '"	"anc."	NA	" basket"	""
"1503"	"k"	"Ki-fah"	NA	"anc."	NA	" lethal self-defense"	""
"1504"	"k"	"Kid "	NA	"MGV"	NA	" feather, plume"	""
"1505"	"k"	"Kidtra "	" '-"	"MGV"	NA	" plumage"	""
"1506"	"k"	"Kihsev "	NA	"MGV"	NA	" pendant"	""
"1507"	"k"	"Kihsh-kur "	NA	"MGV"	NA	" lilac, mauve"	""
"1508"	"k"	"Kiht "	NA	"MGV"	"n."	" code"	""
"1509"	"k"	"Kiit "	""	"MGV"	NA	" fury"	""
"1510"	"k"	"Kik "	NA	"MGV"	NA	" hook"	""
"1511"	"k"	"Kil "	NA	"MGV"	"n."	" spark"	""
"1512"	"k"	"Kil-tor "	"- '"	"MGV"	"v."	" spark"	""
"1513"	"k"	"Kil-tukh "	" '-"	"MGV"	NA	" flint"	""
"1514"	"k"	"Kilko|-srashiv| "	NA	"MGV"	"n."	" answer"	""
"1515"	"k"	"Kilko-tor "	NA	"MGV"	"v."	" answer"	""
"1516"	"k"	"Kim-, Kim-shah "	NA	"MGV"	"adj."	" final, last"	""
"1517"	"k"	"Kim-tor "	NA	"MGV"	NA	" finalize"	""
"1518"	"k"	"Kimsu "	NA	"MGV"	NA	" finalist"	""
"1519"	"k"	"Kin-kur "	NA	"MGV"	NA	" yellow, golden"	""
"1520"	"k"	"Kin-tukh "	" '-"	"MGV"	"n."	" gold"	""
"1521"	"k"	"Kinuf "	"- '"	"MGV"	NA	" date"	""
"1522"	"k"	"Kipof "	"- '"	"MGV"	NA	" battery, accumulator"	""
"1523"	"k"	"Kir'Shara"	NA	"anc."	NA	" the ancient repository of Surak's writings"	""
"1524"	"k"	"Kis-ka "	NA	"MGV"	NA	" jealous"	""
"1525"	"k"	"Kisev "	NA	"MGV"	NA	" document"	""
"1526"	"k"	"Kisheya "	"- '-"	"MGV"	NA	" accident"	""
"1527"	"k"	"Kisu "	NA	"MGV"	NA	" member"	""
"1528"	"k"	"Kitak "	NA	"MGV"	NA	" pen"	"writing"
"1529"	"k"	"Kitau "	"- '"	"MGV"	NA	" write"	""
"1530"	"k"	"Kitausu "	NA	"MGV"	NA	" author, scribe, writer"	""
"1531"	"k"	"Kitek "	" '-"	"MGV"	NA	" dirt, silt"	""
"1532"	"k"	"Kithara"	NA	"NGS"	NA	" \"keethara\", a type of block art"	""
"1533"	"k"	"Kitok-wilat "	"- ' - '"	"MGV"	NA	" elsewhere"	""
"1534"	"k"	"Kitork|-| "	" '-"	"MGV"	NA	" dirty"	""
"1535"	"k"	"Kla-hil-tor "	NA	"MGV"	"v."	" research"	""
"1536"	"k"	"Kla-hilsu "	NA	"MGV"	NA	" researcher"	""
"1537"	"k"	"Kla-min "	NA	"MGV"	NA	" fact"	""
"1538"	"k"	"Klai "	NA	"MGV"	NA	" factor"	""
"1539"	"k"	"Klash "	NA	"MGV"	"n."	" guard"	"protective item"
"1540"	"k"	"Klashau "	NA	"MGV"	"v."	" guard"	""
"1541"	"k"	"Klashausu "	NA	"MGV"	"n."	" guard"	"person"
"1542"	"k"	"Klau "	NA	"MGV"	"v."	" harm"	""
"1543"	"k"	"Klaya "	" '-"	"MGV"	"n."	" harm"	""
"1544"	"k"	"Klehp "	NA	"MGV"	NA	" fjord"	""
"1545"	"k"	"Klem "	NA	"MGV"	NA	" gratitude, thankfulness"	""
"1546"	"k"	"Klem-bosh "	NA	"MGV"	NA	" grateful"	""
"1547"	"k"	"Klepovau "	NA	"MGV"	"v."	" shop"	""
"1548"	"k"	"Kli "	NA	"MGV"	"n."	" dart"	""
"1549"	"k"	"Klimtau "	"- '"	"MGV"	"v."	" melt"	""
"1550"	"k"	"Kling "	NA	"MGV"	NA	" no-one, nobody, not one person"	""
"1551"	"k"	"Kliton "	"- '"	"MGV"	NA	" arrow"	""
"1552"	"k"	"Klomak "	" '-"	"anc."	NA	" fortress"	""
"1553"	"k"	"Klon|-| "	NA	"MGV"	NA	" smart"	""
"1554"	"k"	"Klopau "	NA	"MGV"	NA	" describe"	""
"1555"	"k"	"Klosha "	"- '"	"MGV"	NA	" behave"	""
"1556"	"k"	"Kloshai "	"- '"	"MGV"	NA	" behavior"	""
"1557"	"k"	"Klotau "	"- '"	"MGV"	"v."	" block"	""
"1558"	"k"	"Klotaya "	NA	"MGV"	NA	" blockage"	""
"1559"	"k"	"Kluchi "	"- '"	"MGV"	"v."	" object"	""
"1560"	"k"	"Kluf "	NA	"MGV"	"n."	" boot"	""
"1561"	"k"	"Klunyau "	NA	"MGV"	"v."	" ram"	""
"1562"	"k"	"Knuk|-| "	NA	"MGV"	NA	" lousy"	""
"1563"	"k"	"Ko-, Koyik "	NA	"MGV"	"adj."	" female"	""
"1564"	"k"	"Ko-eik-te'krusu "	NA	"MGV"	NA	" empress"	""
"1565"	"k"	"Ko-fu "	" '-"	"MGV"	NA	" daughter"	""
"1566"	"k"	"Ko-ka-ashausu "	NA	"MGV"	"n."	" lesbian"	""
"1567"	"k"	"Ko-kai "	" '-"	"MGV"	NA	" sister"	""
"1568"	"k"	"Ko-kan "	" '-"	"MGV"	NA	" girl"	""
"1569"	"k"	"Ko-kelek-han "	NA	"MGV"	NA	" prioress"	""
"1570"	"k"	"Ko-kuk "	" '-"	"MGV"	NA	" aunt"	""
"1571"	"k"	"Ko-mekh "	" '-"	"MGV"	NA	" mother"	""
"1572"	"k"	"Ko-niht "	" '-"	"MGV"	NA	" female cousin"	""
"1573"	"k"	"Ko-Te'kor "	NA	"MGV"	NA	" Queen"	"only in a title or with a proper name"
"1574"	"k"	"Ko-te'krusu "	NA	"MGV"	NA	" queen"	"general term"
"1575"	"k"	"Ko-telsu "	NA	"MGV"	NA	" wife"	""
"1576"	"k"	"Kobat|-| "	"- '"	"MGV"	NA	" weak"	""
"1577"	"k"	"Kobsu "	" '-"	"MGV"	"n."	" dwarf"	""
"1578"	"k"	"Kodonuhk "	NA	"MGV"	NA	" expensive"	""
"1579"	"k"	"Kogav'es "	NA	"MGV"	NA	" femininity"	""
"1580"	"k"	"Kogav-, Kogavik "	NA	"MGV"	NA	" feminine"	""
"1581"	"k"	"Kohl "	"_,"	"anc."	NA	" emotion-purging mind-exercise"	""
"1582"	"k"	"Kohl-tor "	"_- ',- "	"MGV"	NA	" meditate"	"Vulcan-style"
"1583"	"k"	"Kohs'es "	NA	"MGV"	NA	" sanity"	""
"1584"	"k"	"Kohs-, Kohsik "	NA	"MGV"	"adj."	" sane"	""
"1585"	"k"	"Kohv-tukh "	NA	"MGV"	NA	" quartz"	""
"1586"	"k"	"Kol "	NA	"MGV"	"n."	" stew"	""
"1587"	"k"	"Kol-uchang"	NA	"NGS"	NA	" the principle of IDIC, literally \"the cornerstone of our beliefs\""	""
"1588"	"k"	"Kolaya "	"- '-"	"MGV"	NA	" shock"	"med."
"1589"	"k"	"Kolchak "	"- '"	"MGV"	NA	" flute, piccolo, fife"	""
"1590"	"k"	"Kolinahr "	""	"MGV"	NA	" ', - '', - '\"	"anc."
"1591"	"k"	"Komak "	" '-"	"MGV"	NA	" genus"	""
"1592"	"k"	"Komihn|-| "	" '-"	"MGV"	"adj."	" human"	""
"1593"	"k"	"Kon "	NA	"MGV"	"n."	" worship"	""
"1594"	"k"	"Kon-tor "	NA	"MGV"	"v."	" worship"	""
"1595"	"k"	"Konahr"	NA	"NGS"	NA	" the feeling of being exposed"	""
"1596"	"k"	"Kopal "	NA	"MGV"	NA	" jacket"	"clothing"
"1597"	"k"	"Korsau "	NA	"MGV"	NA	" save, preserve, conserve"	""
"1598"	"k"	"Korseivel "	"- '-"	"MGV"	NA	" save "	"by means of"
"1599"	"k"	"Korsovau "	""	"MGV"	NA	" '\ "	""
"1600"	"k"	"Koshvar "	"- '"	"MGV"	NA	" disaster"	""
"1601"	"k"	"Koshtri "	"- '"	"MGV"	NA	" race, species"	""
"1602"	"k"	"Kosu "	NA	"MGV"	"n."	" female, woman"	""
"1603"	"k"	"Kosu-has-tal "	NA	"MGV"	NA	" gynecology"	""
"1604"	"k"	"Kosu-hassu "	NA	"MGV"	NA	" gynecologist"	""
"1605"	"k"	"Kov "	NA	"MGV"	NA	" rock, stone"	"as an individual object"
"1606"	"k"	"Kov-skramsu "	NA	"MGV"	NA	" stonecarver"	""
"1607"	"k"	"Kov-tor "	NA	"MGV"	NA	" stone, throw rocks at"	""
"1608"	"k"	"Kov-tukh "	NA	"MGV"	NA	" rock, stone"	"as a material"
"1609"	"k"	"Kovau "	NA	"MGV"	NA	" turn to stone, fossilize, petrify"	""
"1610"	"k"	"Kozauk "	NA	"MGV"	NA	" specific"	""
"1611"	"k"	"Kra-tukh "	NA	"MGV"	NA	" antimony"	""
"1612"	"k"	"Kraffaya "	NA	"MGV"	"n."	" abort"	"rocketry"
"1613"	"k"	"Krahkra"	NA	"anc."	NA	" \"It is nothing\""	""
"1614"	"k"	"Krahl "	NA	"MGV"	NA	" pressure point"	""
"1615"	"k"	"Kraisek "	" '-"	"MGV"	"n."	" cage"	""
"1616"	"k"	"Krani "	" '-"	"MGV"	NA	" window"	""
"1617"	"k"	"Kras "	NA	"MGV"	"n."	" paint"	""
"1618"	"k"	"Kras-tor "	NA	"MGV"	"v."	" paint"	""
"1619"	"k"	"Krassu "	" '-"	"MGV"	NA	" painter"	""
"1620"	"k"	"Krau "	NA	"MGV"	"n."	" vent"	""
"1621"	"k"	"Kravau "	NA	"MGV"	"v."	" cheat"	""
"1622"	"k"	"Kreila "	" '-"	"MGV"	NA	" kreyla"	"a flat bread-like food"
"1623"	"k"	"Krein "	NA	"MGV"	NA	" canopy"	"aero."
"1624"	"k"	"Krelsh"	NA	"anc."	NA	" witch"	""
"1625"	"k"	"Krenath "	"- '"	"MGV"	NA	" \"shamed one\"; half-breed, illegitimate child"	""
"1626"	"k"	"Kresik "	" '-"	"MGV"	NA	" aggressive"	""
"1627"	"k"	"Krik "	NA	"MGV"	"n."	" pinch"	""
"1628"	"k"	"Krik-tor "	NA	"MGV"	"v."	" pinch"	""
"1629"	"k"	"Kril'es "	NA	"MGV"	NA	" harmony"	""
"1630"	"k"	"Kril-tor "	NA	"MGV"	NA	" harmonize"	""
"1631"	"k"	"Kriltesau "	NA	"MGV"	"v."	" guess"	""
"1632"	"k"	"Krish "	NA	"MGV"	"n."	" bronze"	""
"1633"	"k"	"Kritashsu "	NA	"MGV"	NA	" cyborg"	""
"1634"	"k"	"Kriv "	NA	"MGV"	NA	" such"	""
"1635"	"k"	"Krizhiv "	"- '"	"MGV"	NA	" clay"	""
"1636"	"k"	"Kro|-| "	NA	"MGV"	"adj."	" fair"	""
"1637"	"k"	"Kroikah "	" '-' , -"	"anc."	NA	" \"Kroykah\"; \"Be still\", \"Stop\""	""
"1638"	"k"	"Krol-tor "	NA	"MGV"	"v."	" praise"	""
"1639"	"k"	"Kronosh "	" '-"	"MGV"	NA	" Klingon home world"	""
"1640"	"k"	"Kropaya "	NA	"MGV"	NA	" fantasy"	""
"1641"	"k"	"Kru "	NA	"MGV"	NA	" supervisor"	""
"1642"	"k"	"Kru'minaakh"	NA	"anc."	NA	" appoint"	""
"1643"	"k"	"Krumaat "	"- '"	"MGV"	NA	" generation"	"family"
"1644"	"k"	"Krup "	NA	"MGV"	NA	" boundary"	""
"1645"	"k"	"Krus "	NA	"MGV"	NA	" part, piece, segment, section"	""
"1646"	"k"	"Krusek "	" '-"	"MGV"	NA	" fraction"	"math."
"1647"	"k"	"Kruvek "	NA	"MGV"	NA	" sect"	""
"1648"	"k"	"Ktorr "	"R "	"anc."	NA	" cut off, sever"	"obs."
"1649"	"k"	"Ktorr skann"	NA	"anc."	NA	" the formal cutting of family ties"	""
"1650"	"k"	"Ku "	NA	"MGV"	NA	" palm"	"hand"
"1651"	"k"	"Ku'Vel-bi"	NA	"NGS"	NA	" \"Place of the Fallen\"; medical research complex in the L'langon Mountains"	""
"1652"	"k"	"Ku-li "	" '-"	"MGV"	NA	" valley"	""
"1653"	"k"	"Ku-san "	"- '"	"MGV"	NA	" chair"	""
"1654"	"k"	"Ku-tor "	NA	"MGV"	"v."	" sit"	""
"1655"	"k"	"Ku-trak "	"- '"	"MGV"	"n."	" cushion"	""
"1656"	"k"	"Kudau "	NA	"MGV"	NA	" bless"	""
"1657"	"k"	"Kugau "	NA	"MGV"	NA	" commit"	""
"1658"	"k"	"Kuhku "	" '-, '- "	"MGV"	NA	" pus"	""
"1659"	"k"	"Kuhlau "	NA	"MGV"	NA	" compete"	""
"1660"	"k"	"Kuhlaya "	"- '-,- "	"MGV"	NA	" competition"	""
"1661"	"k"	"Kuhr "	NA	"MGV"	"n."	" latch"	""
"1662"	"k"	"Kuhsh-tor "	NA	"MGV"	"v."	" beat"	""
"1663"	"k"	"Kuht "	NA	"MGV"	"n."	" herd"	""
"1664"	"k"	"Kukev "	"- '"	"MGV"	NA	" benzene"	""
"1665"	"k"	"Kulan "	" '-"	"MGV"	NA	" helix, spiral"	""
"1666"	"k"	"Kulauf "	"- '"	"MGV"	NA	" exception"	""
"1667"	"k"	"Kum-tor "	NA	"MGV"	"v."	" catch"	""
"1668"	"k"	"Kun-ut"	NA	"anc."	NA	" bond-mate, spouse"	""
"1669"	"k"	"Kun-ut kali-fi"	NA	"anc."	NA	" ritual \"marriage challenge\""	""
"1670"	"k"	"Kun-ut so'lik"	NA	"anc."	NA	" ritual \"marriage proposal\""	""
"1671"	"k"	"Kunel "	"- '"	"MGV"	NA	" hill, butte"	""
"1672"	"k"	"Kunli "	" '-"	"MGV"	NA	" happy"	""
"1673"	"k"	"Kup "	NA	"MGV"	NA	" able, can"	""
"1674"	"k"	"Kur "	NA	"MGV"	NA	" color"	""
"1675"	"k"	"Kur-tor "	NA	"MGV"	"v."	" color, dye"	""
"1676"	"k"	"Kur-tukh "	NA	"MGV"	"n."	" dye"	""
"1677"	"k"	"Kurau "	NA	"MGV"	"v."	" stain"	""
"1678"	"k"	"Kuraya "	"- '-"	"MGV"	"n."	" stain"	""
"1679"	"k"	"Kurek "	" '-"	"MGV"	NA	" pigment"	"ation"
"1680"	"k"	"Kuriht "	"- '"	"MGV"	"n."	" rash"	""
"1681"	"k"	"Kurtra "	NA	"MGV"	NA	" spectrum"	""
"1682"	"k"	"Kurucham "	"- '-"	"MGV"	NA	" zombie"	""
"1683"	"k"	"Kus-tor "	NA	"MGV"	"v."	" ring"	""
"1684"	"k"	"Kus-vakh "	NA	"MGV"	NA	" bell"	""
"1685"	"k"	"Kushel "	"- '"	"MGV"	NA	" bird, fowl"	""
"1686"	"k"	"Kushizhau "	NA	"MGV"	"v."	" mold"	""
"1687"	"k"	"Kusilau "	NA	"MGV"	NA	" resonate"	""
"1688"	"k"	"Kusut "	NA	"MGV"	"n."	" pain"	""
"1689"	"k"	"Kutra "	NA	"MGV"	"n."	" bank"	""
"1690"	"k"	"Kuv "	NA	"MGV"	NA	" if"	""
"1691"	"k"	"Kuvish "	" '-"	"MGV"	NA	" bearing"	"mech."
"1692"	"k"	"Kuyau "	NA	"MGV"	"v."	" sit"	""
"1693"	"k"	"Kuzhet "	NA	"MGV"	"n."	" harness"	""
"1694"	"k"	"Kveshkau "	NA	"MGV"	"v."	" taunt"	""
"1695"	"k"	"Kvichau "	NA	"MGV"	"v."	" worry"	""
"1696"	"k"	"Kwai "	NA	"MGV"	NA	" wild, untamed, undomesticated"	""
"1697"	"k"	"Kwal se tu"	NA	"anc."	NA	" \"Is that really you?\""	"traditional greeting after a long separation"
"1698"	"k"	"Kwal-tor "	NA	"MGV"	"v."	" frown"	""
"1699"	"k"	"Kwas-, Kwasik "	NA	"MGV"	"adj."	" meek"	""
"1700"	"k"	"Kwes "	NA	"MGV"	NA	" afraid"	""
"1701"	"k"	"Kwi' "	NA	"MGV"	NA	" from a distance"	""
"1702"	"k"	"Kwi'shoret "	NA	"MGV"	NA	" call "	"to"
"1703"	"k"	"Kwitau "	NA	"MGV"	"v."	" push"	""
"1704"	"k"	"Kwohk'a "	" '_-"	"anc."	NA	" mythological guardian spirit"	""
"1705"	"k"	"Kwon-mor-, Kwon-morik "	NA	"MGV"	"adj."	" evergreen"	""
"1706"	"k"	"Kwon-mor-kastik "	NA	"MGV"	NA	" evergreen "	"plant"
"1707"	"k"	"Kwon-mor-lap "	NA	"MGV"	NA	" evergreen "	"tree"
"1708"	"k"	"Kwon-mor-laptra "	NA	"MGV"	NA	" evergreen forest"	""
"1709"	"k"	"Kwon-sum "	" '-"	"anc."	NA	" always"	""
"1710"	"k"	"Kwul "	NA	"MGV"	"n."	" hit, impact, strike"	""
"1711"	"k"	"Kwul-razh "	" '-"	"MGV"	NA	" "	"impact"
